from_txn_id,to_txn_id,time_delta_hours,amount_ratio,channel_change
3160655,3160742,0.5783,0.4793,False
3160656,3170383,86.6372,1.23,False
3160657,3161332,8.6692,0.1508,False
3160658,3160953,1.7867,0.778,False
3160659,3160723,0.4397,0.2473,False
3160660,3165292,41.8894,0.4149,False
3160661,3160979,1.9028,0.926,False
3160662,3160698,0.2067,1.5562,False
3160663,3177260,139.7669,0.5965,False
3160664,3160973,1.8328,4.1436,False
3160665,3161498,12.9942,14.9146,True
3160666,3160755,0.5619,0.6391,False
3160667,3163798,24.8261,0.9409,False
3160668,3160862,1.1417,0.293,True
3160669,3164112,27.3136,1.8347,False
3160670,3160829,0.9436,0.2473,False
3160671,3164196,28.6386,1.9999,False
3160672,3160691,0.095,2.1053,False
3160673,3160733,0.4142,0.4348,True
3160674,3160775,0.6303,0.1492,True
3160675,3167639,62.8061,10.1192,False
3160676,3161089,2.7469,2.1258,False
3160677,3160725,0.3444,2.2478,False
3160678,3160731,0.3892,3.2594,False
3160679,3160865,1.1311,0.1338,False
3160680,3160797,0.7133,1.0106,False
3160681,3160968,1.7142,1.421,False
3160682,3160759,0.5125,0.6227,False
3160683,3160782,0.6142,3.4798,False
3160684,3161423,12.0825,0.0336,False
3160685,3160716,0.2322,6.8381,False
3160686,3162634,19.1233,23.5831,False
3160687,3160818,0.7969,1.807,False
3160688,3160839,0.9303,2.1093,False
3160689,3160754,0.4422,0.8101,False
3160690,3202499,350.4764,0.6747,False
3160691,3160729,0.2944,0.478,False
3160692,3163085,21.0411,0.9987,False
3160693,3161007,1.9542,0.7742,False
3160694,3162892,20.2303,0.0215,False
3160695,3171291,90.8628,4.4404,False
3160696,3160908,1.2475,0.9451,False
3160697,3192664,263.4206,0.9999,False
3160698,3161022,2.0875,1.3837,False
3160699,3160859,0.955,6.2478,True
3160700,3161325,7.8122,1.2077,False
3160701,3160906,1.2075,1.0032,False
3160702,3160758,0.3853,0.7245,False
3160703,3163767,24.3642,0.7419,False
3160704,3160757,0.35,1.2088,False
3160705,3161222,4.1697,11.517,False
3160706,3160970,1.5711,0.4959,False
3160707,3160711,0.0317,0.9699,False
3160708,3163861,25.05,0.3169,False
3160709,3160717,0.075,0.1616,False
3160710,3160738,0.2008,8.1559,False
3160711,3160771,0.3647,0.5727,False
3160712,3161050,2.1514,1.2175,False
3160713,3160852,0.8125,1.0734,False
3160714,3162562,18.6256,0.713,False
3160715,3167590,62.2375,1.8643,False
3160716,3160872,0.8964,0.5321,False
3160717,3160748,0.2006,0.419,False
3160719,3234880,601.7075,3.2495,False
3160720,3160964,1.4347,12.4113,False
3160721,3161023,1.9308,0.4137,False
3160722,3160726,0.0478,1.0384,False
3160723,3160749,0.1606,3.831,False
3160724,3186411,212.835,3.0311,False
3160725,3160997,1.6369,1.0055,False
3160726,3160727,0.0178,0.5554,False
3160727,3160805,0.4197,1.4521,False
3160728,3163089,20.7747,2.1473,False
3160729,3160890,0.8978,2.0881,False
3160730,3160776,0.2403,0.9997,False
3160731,3161065,2.1364,1.5007,False
3160732,3160845,0.6278,0.2272,False
3160733,3160774,0.21,1.2224,True
3160734,3164014,25.9103,0.7937,True
3160735,3165217,41.0414,0.2515,False
3160736,3216521,468.985,3.1852,False
3160737,3160833,0.5264,1.1119,False
3160738,3160952,1.2389,0.1828,False
3160739,3527178,2914.7758,6.5448,False
3160740,3180567,164.8192,1.002,False
3160741,3161102,2.3997,2.0397,False
3160742,3160762,0.0989,2.6772,False
3160743,3160871,0.7153,1.9858,False
3160744,3160999,1.5306,1.3936,False
3160745,3160978,1.36,1.8315,False
3160746,3160763,0.0892,1.5967,False
3160747,3183919,190.825,2.2998,False
3160748,3160926,1.0058,2.2441,False
3160749,3161631,13.5392,1.0002,False
3160750,3160982,1.3325,1.1879,False
3160751,3161146,2.9636,1.8464,False
3160752,3161764,14.4178,2.1039,False
3160753,3160793,0.1867,1.0,False
3160754,3161345,9.4314,1.3605,False
3160755,3161030,1.7542,0.9554,False
3160756,3160910,0.8478,0.7503,False
3160757,3160820,0.3331,0.9821,False
3160758,3160764,0.0253,1.8465,False
3160759,3160784,0.1178,2.2495,False
3160760,3166842,48.5253,1.7299,False
3160761,3161028,1.7111,0.667,False
3160762,3160912,0.8561,0.4025,False
3160763,3160816,0.2958,0.1799,False
3160764,3160767,0.0181,0.8307,False
3160765,3161243,4.1769,0.5292,False
3160766,3160854,0.4928,0.7889,False
3160767,3160780,0.0525,1.184,False
3160768,3161358,10.0161,0.6109,False
3160769,3163129,20.6908,1.2163,False
3160770,3161013,1.5378,1.4855,False
3160771,3160792,0.0981,0.9963,False
3160772,3161002,1.4028,2.9165,False
3160773,3160888,0.6561,0.2117,False
3160774,3160819,0.2472,1.0016,False
3160775,3160838,0.3714,0.5801,True
3160776,3170693,87.6328,0.8408,False
3160777,3165547,42.2675,2.5301,False
3160778,3167260,57.4606,1.0953,False
3160779,3162944,19.9547,0.5778,False
3160780,3160801,0.13,0.2602,False
3160781,3161191,3.2361,0.103,False
3160782,3161003,1.3675,0.1343,False
3160783,3160956,1.0381,0.2077,False
3160784,3160791,0.0389,1.0006,False
3160785,3169871,74.5239,1.6255,False
3160786,3161968,15.3139,7.7928,False
3160787,3160915,0.7381,0.3755,False
3160788,3161183,3.1358,2.9286,False
3160789,3161356,9.8672,5.8982,False
3160790,3314081,1228.2272,1.935,False
3160791,3160798,0.045,0.7138,False
3160792,3160794,0.0156,1.8922,False
3160793,3160917,0.7381,1.9163,False
3160794,3160822,0.1492,1.3301,False
3160795,3161453,11.7822,3.1926,False
3160796,3161161,2.8858,0.8478,False
3160797,3162138,16.1297,1.0002,False
3160798,3160815,0.1106,2.1671,False
3160799,3165092,40.1108,3.3861,False
3160800,3160813,0.0658,0.9987,False
3160801,3160965,0.9617,2.2505,False
3160802,3162451,17.5639,0.9974,False
3160803,3160823,0.0967,4.6944,False
3160804,3244775,672.0553,2.2915,False
3160805,3160945,0.8292,1.9643,False
3160806,3160933,0.7467,0.7923,False
3160807,3161120,2.3567,0.7873,True
3160809,3161380,10.5194,4.3164,True
3160810,3174255,114.2992,1.0001,False
3160811,3166196,44.9275,0.549,False
3160812,3160874,0.3714,0.1395,False
3160813,3163929,24.8067,0.5376,False
3160814,3163480,22.1558,0.9997,False
3160815,3160824,0.0169,0.7003,False
3160816,3161092,1.9217,0.4491,False
3160817,3161873,14.6733,0.5073,False
3160818,3160951,0.8022,2.0384,False
3160819,3160861,0.2519,10.4519,False
3160820,3160911,0.5208,1.1253,False
3160821,3160937,0.6806,3.5585,False
3160822,3160846,0.1672,0.4523,False
3160823,3160837,0.1158,0.6226,False
3160824,3160828,0.025,0.8797,False
3160825,3179320,158.4847,0.9988,False
3160826,3189138,235.2181,1.3578,False
3160827,3161405,10.8897,3.5916,False
3160828,3160835,0.0711,0.4668,False
3160829,3160957,0.7744,1.538,False
3160830,3161518,12.2953,0.1173,False
3160831,3163108,20.2742,0.6672,True
3160832,3164485,36.4867,1.8477,False
3160833,3161336,8.3261,1.0837,False
3160834,3161020,1.2619,0.2511,False
3160835,3160853,0.0892,3.351,False
3160836,3178348,144.0728,0.4812,False
3160837,3160878,0.2342,2.3634,True
3160838,3161115,2.0839,0.6891,True
3160839,3160904,0.3414,0.9792,False
3160840,3160867,0.1439,1.0021,False
3160841,3160856,0.0653,1.6574,False
3160842,3160927,0.4842,0.7953,False
3160843,3200546,329.9867,0.3124,True
3160844,3166236,44.8986,2.2303,False
3160845,3160880,0.2033,1.0006,False
3160846,3160914,0.3781,1.9722,False
3160847,3162793,18.8589,0.9019,False
3160848,3317294,1247.2644,2.5894,True
3160849,3161749,13.7903,2.9396,False
3160850,3163459,21.8664,0.9974,False
3160851,3165613,42.1797,0.1163,False
3160852,3160873,0.1278,1.2062,False
3160853,3160889,0.2128,0.7272,False
3160854,3161081,1.5878,21.3751,False
3160855,3160980,0.7614,10.727,False
3160856,3161248,3.8181,2.166,False
3160857,3161642,13.0347,5.2948,False
3160858,3220452,498.3181,0.1746,False
3160859,3160866,0.0456,0.6707,False
3160860,3161726,13.5983,0.8013,False
3160861,3160893,0.1689,0.1952,True
3160862,3162286,16.4625,0.7801,True
3160863,3160909,0.2378,0.518,False
3160864,3161294,5.0092,4.0175,False
3160865,3161150,2.3572,1.2341,False
3160866,3161083,1.5275,0.7619,False
3160867,3161667,13.1906,0.502,False
3160868,3164616,37.1992,0.4778,False
3160869,3161073,1.4028,0.6323,False
3160870,3166327,45.2019,1.9354,False
3160871,3163328,21.0733,0.2483,False
3160872,3161235,3.2939,2.759,False
3160873,3160899,0.1208,0.8288,False
3160874,3161105,1.7281,1.4805,False
3160875,3160898,0.0897,0.9889,False
3160876,3160887,0.0478,1.0204,False
3160877,3283654,986.7708,0.6181,False
3160878,3161334,7.8303,0.8123,False
3160879,3163133,20.0953,0.589,True
3160880,3162066,15.2561,1.878,False
3160881,3161032,1.0642,1.3662,False
3160882,3165593,41.8211,1.945,False
3160883,3200939,331.6036,1.0001,False
3160884,3170178,83.8236,0.3461,False
3160885,3161571,12.3731,0.999,False
3160886,3161668,13.0886,1.0394,False
3160887,3162075,15.2564,13.6573,False
3160888,3161268,3.9453,1.0833,False
3160889,3160896,0.0256,0.9991,False
3160890,3160993,0.6647,0.9602,False
3160891,3161519,11.9492,1.3112,False
3160892,3165449,41.1658,10.0451,False
3160893,3161041,1.0631,2.6317,True
3160894,3171949,92.9136,0.1611,False
3160895,3263565,830.1192,0.5036,False
3160896,3161055,1.1344,0.7447,False
3160897,3162275,16.2442,0.8872,False
3160898,3162296,16.335,0.2018,False
3160899,3161019,0.9075,0.6876,False
3160900,3161027,0.9383,1.1775,False
3160901,3161705,13.2656,11.3278,False
3160902,3413036,1961.0022,1.2686,False
3160903,3166632,46.5264,0.4118,False
3160904,3160932,0.1858,0.9779,False
3160905,3192014,259.1378,1.5297,False
3160906,3167571,61.0544,2.4361,False
3160907,3161961,14.6114,0.8047,False
3160908,3162253,16.0772,0.3425,False
3160909,3171140,88.9811,3.7325,False
3160910,3160916,0.0611,1.0,False
3160911,3160958,0.3131,0.56,False
3160912,3160966,0.3278,1.9284,False
3160913,3163219,20.3031,1.5489,False
3160914,3160994,0.5508,1.4103,False
3160915,3163044,19.5656,0.6682,False
3160916,3161198,2.5464,0.3533,False
3160917,3160962,0.2778,16.4439,False
3160918,3161320,6.0578,1.7718,False
3160920,3161064,1.0542,1.0,False
3160921,3204210,358.1906,0.4464,False
3160922,3162453,16.87,1.2557,False
3160923,3186991,214.3211,4.9162,False
3160924,3162154,15.4481,1.642,False
3160925,3161491,11.3917,1.3278,False
3160926,3160944,0.1194,1.9359,False
3160927,3160941,0.0972,1.8681,False
3160928,3251189,723.9872,0.521,False
3160929,3163111,19.7297,26.3205,False
3160930,3161046,0.8506,0.4703,False
3160931,3161125,1.6828,0.9983,False
3160932,3161159,2.0758,1.0474,False
3160933,3160939,0.0392,0.9976,False
3160934,3163117,19.7217,2.4178,False
3160935,3402391,1884.1531,4.5218,False
3160936,3161249,3.3697,1.1913,True
3160937,3161052,0.8725,1.0004,False
3160938,3162125,15.2419,0.4406,False
3160939,3427038,2058.1111,7.7861,True
3160940,3161528,11.7111,0.2474,False
3160941,3160959,0.1039,1.8634,False
3160942,3160963,0.1197,0.9998,False
3160943,3161234,2.8608,3.4383,False
3160944,3161012,0.5006,3.3989,False
3160945,3161016,0.5625,0.1812,False
3160946,3161387,9.855,0.582,False
3160947,3164965,38.5714,0.5368,False
3160948,3161051,0.7739,0.527,False
3160949,3169420,70.0453,0.6982,False
3160950,3161472,11.07,0.2869,False
3160951,3161176,2.11,0.9149,False
3160952,3160983,0.1761,1.0152,False
3160953,3161282,3.9422,0.6332,False
3160954,3167387,59.2006,1.4577,False
3160955,3168833,67.2222,0.7309,False
3160956,3161278,3.7597,11.0951,True
3160957,3163102,19.5006,0.8287,False
3160958,3161095,1.0914,0.8369,True
3160959,3161062,0.8147,2.7686,False
3160960,3170743,86.7864,1.3217,False
3160961,3173611,110.6408,1.0204,False
3160962,3162740,17.8828,0.1719,False
3160963,3161043,0.6297,0.7938,False
3160964,3161280,3.8792,0.2142,False
3160965,3160967,0.0069,1.591,False
3160966,3160974,0.0447,0.162,False
3160967,3161000,0.2572,1.0726,False
3160968,3160985,0.1211,0.5257,False
3160969,3161440,10.6219,1.438,False
3160970,3172198,93.5828,6.3798,False
3160971,3161033,0.5286,1.4397,True
3160973,3161096,1.0178,1.0795,True
3160974,3161008,0.2808,4.2066,False
3160975,3161538,11.5658,4.252,True
3160976,3160991,0.1275,1.0017,False
3160977,3161048,0.5742,0.1151,False
3160978,3161104,1.0897,0.8968,False
3160979,3161236,2.6869,0.398,True
3160980,3161075,0.7533,0.3364,False
3160981,3162606,17.2394,0.1778,False
3160982,3161267,3.3192,0.8522,False
3160983,3160989,0.0481,0.4931,False
3160984,3162733,17.7278,0.2757,False
3160985,3161163,1.7528,2.2282,False
3160986,3161484,10.9606,0.2663,False
3160987,3161093,0.91,2.8803,False
3160988,3161118,1.2314,0.6841,False
3160989,3161113,1.1225,3.716,False
3160990,3162791,17.9878,0.1898,False
3160991,3161485,10.9147,1.6463,False
3160992,3161054,0.4931,1.8956,False
3160993,3161135,1.3958,1.8795,False
3160994,3161088,0.7575,0.0832,False
3160995,3212824,430.6308,0.1069,False
3160996,3163281,20.0469,0.8435,False
3160997,3161237,2.6594,0.461,True
3160998,3177530,138.9436,4.0031,False
3160999,3161047,0.3817,0.9984,False
3161000,3161011,0.1108,0.8635,False
3161001,3186744,212.6286,0.3261,False
3161002,3161038,0.3242,0.9988,False
3161003,3162400,16.0339,2.3862,False
3161004,3162957,18.595,0.6684,False
3161005,3162050,14.3642,2.2384,False
3161006,3165090,38.79,0.064,True
3161007,3161342,7.7719,1.7354,False
3161008,3161040,0.2811,0.8064,False
3161009,3161329,6.1114,0.6021,False
3161010,3161304,4.6258,0.4334,False
3161011,3161036,0.2186,0.9586,False
3161012,3161170,1.5814,1.0,False
3161013,3162586,16.8347,0.2302,False
3161014,3161689,12.3456,0.6991,False
3161015,3161970,13.8542,0.1763,True
3161016,3161368,8.8492,1.2888,False
3161017,3161240,2.5289,0.6413,False
3161018,3168790,66.4922,0.4575,False
3161019,3161121,0.9419,0.7212,False
3161020,3161202,1.8389,0.3165,False
3161021,3161185,1.6097,2.7482,False
3161022,3161063,0.2889,0.7318,False
3161023,3163714,21.9728,0.7272,False
3161024,3161367,8.7583,2.7177,False
3161025,3167147,50.2375,0.3278,False
3161026,3161437,10.0969,2.0186,False
3161027,3161456,10.2889,1.285,False
3161028,3165094,38.6136,7.1001,False
3161029,3161044,0.0875,0.2194,False
3161030,3161074,0.3039,0.4026,False
3161031,3164338,32.9172,8.3124,False
3161032,3161659,11.9958,0.7686,False
3161033,3161174,1.4519,1.4817,False
3161034,3161526,10.9836,1.1123,False
3161035,3161522,10.9367,0.2066,False
3161036,3161084,0.35,2.9375,False
3161037,3161245,2.4461,0.0553,False
3161038,3161072,0.2211,2.4863,False
3161039,3161221,1.9839,1.3705,True
3161040,3161079,0.2894,0.3533,False
3161041,3161308,4.6594,0.2243,False
3161042,3161123,0.84,1.2003,False
3161043,3161762,12.5692,0.9999,False
3161044,3161059,0.1489,0.6849,False
3161045,3161339,7.1519,0.4064,False
3161046,3162120,14.3922,2.9987,False
3161047,3172489,94.5806,2.0126,False
3161048,3161259,2.6878,1.8458,False
3161049,3177518,138.5036,0.5164,False
3161050,3162424,15.8019,0.6831,False
3161051,3161415,9.5442,2.0569,False
3161052,3161585,11.3444,0.2303,False
3161053,3483588,2556.2911,1.0718,False
3161054,3161393,9.1939,3.2519,False
3161055,3161058,0.0703,0.5511,False
3161056,3162093,14.1197,1.8051,False
3161057,3167201,51.2311,0.3335,False
3161058,3161066,0.0278,1.0429,False
3161059,3161228,1.9017,9.1909,False
3161060,3161656,11.7653,1.0004,False
3161061,3245691,683.905,0.7176,False
3161062,3161071,0.0408,0.3613,False
3161063,3161207,1.5986,0.4939,False
3161064,3163348,19.7947,2.2382,False
3161065,3161210,1.6253,0.3857,False
3161066,3161078,0.0714,0.9988,False
3161067,3177332,137.5114,0.3365,False
3161068,3161082,0.1097,1.6538,False
3161069,3165784,41.405,0.8013,False
3161070,3164306,30.9375,1.3828,False
3161071,3161097,0.2453,2.7687,False
3161072,3161264,2.5467,0.4474,False
3161073,3161252,2.3764,3.4982,False
3161074,3161085,0.1181,3.9151,False
3161075,3161524,10.6742,0.4179,False
3161076,3164809,36.8114,0.1624,False
3161077,3161370,8.48,0.5689,True
3161078,3161110,0.41,6.7025,False
3161079,3161098,0.1683,3.2216,True
3161080,3221447,501.7019,1.102,False
3161081,3161200,1.3478,0.0695,False
3161082,3162723,16.8875,2.1969,False
3161083,3161322,4.9269,0.3639,False
3161084,3161111,0.3378,0.3047,False
3161085,3161326,5.2886,0.9101,False
3161086,3161286,3.0689,6.6088,False
3161087,3167742,60.8322,0.2097,False
3161088,3161107,0.2211,0.3844,False
3161089,3161103,0.1642,0.9271,False
3161090,3169950,73.6622,0.5743,False
3161091,3161514,10.385,0.1548,False
3161092,3161165,0.8814,1.3789,False
3161093,3161152,0.7233,1.0002,False
3161094,3161390,8.7422,0.8517,False
3161095,3161193,1.0986,1.0307,True
3161096,3161251,2.1417,0.1115,True
3161097,3161186,1.0325,0.1804,False
3161098,3161099,0.0072,1.1297,True
3161099,3161114,0.2536,1.0364,False
3161100,3161731,11.9203,0.7377,False
3161101,3161117,0.2714,0.9042,False
3161102,3161622,11.1278,12.031,False
3161103,3164436,33.9719,1.1105,False
3161104,3161167,0.7664,0.6576,False
3161105,3161203,1.1431,0.2312,False
3161106,3161354,7.4583,0.551,False
3161107,3161126,0.27,8.7195,False
3161108,3283909,993.8589,0.6904,False
3161109,3161169,0.6931,0.724,False
3161110,3161131,0.2939,0.5101,False
3161111,3161206,1.1011,0.6061,False
3161112,3163225,18.7258,1.1146,False
3161113,3161122,0.1444,1.4823,False
3161114,3161154,0.4775,0.2993,True
3161115,3161318,4.3764,4.8618,True
3161116,3180103,160.1922,1.0004,False
3161117,3161340,6.5408,3.3226,False
3161118,3161366,7.8653,0.2649,False
3161120,3161589,10.6467,0.9997,False
3161121,3161459,9.4136,0.939,False
3161122,3161124,0.03,0.3619,False
3161123,3167210,50.9947,0.9837,False
3161124,3161550,10.2436,0.7589,False
3161125,3167379,57.5697,0.645,False
3161126,3161168,0.4678,3.7706,False
3161127,3161745,11.615,4.6338,False
3161128,3164898,36.6761,1.4045,False
3161129,3169638,69.7144,1.0001,False
3161130,3161793,11.8494,2.3581,False
3161131,3161177,0.4717,0.2866,False
3161132,3161521,9.9331,2.0833,True
3161133,3161350,6.9,0.1549,True
3161134,3165324,38.6214,0.6217,False
3161135,3161151,0.1678,0.9994,False
3161136,3161166,0.3283,0.9507,False
3161137,3161436,8.9694,0.9711,True
3161138,3161178,0.4364,9.2563,False
3161139,3161972,12.6431,1.9841,False
3161140,3164163,24.6981,9.132,False
3161141,3161942,12.4692,0.1283,False
3161142,3162680,15.9289,0.0541,True
3161143,3163668,20.5147,0.0523,False
3161144,3161936,12.3603,3.8331,False
3161145,3163788,21.2642,24.5008,False
3161146,3161158,0.0997,0.4245,True
3161147,3162588,15.5072,0.5319,False
3161148,3161153,0.0297,0.7228,False
3161149,3161157,0.0667,0.8263,False
3161150,3161900,12.1386,5.6685,False
3161151,3161189,0.3611,0.7613,False
3161152,3161505,9.5519,0.223,False
3161153,3161197,0.4483,1.0004,False
3161154,3161244,1.2322,1.3696,True
3161155,3170043,78.6394,0.7076,True
3161156,3191224,252.8497,0.3984,False
3161157,3161162,0.0564,1.2104,False
3161158,3161284,2.1083,2.1741,True
3161159,3161274,1.78,1.5133,False
3161160,3165256,38.0189,7.383,False
3161161,3161396,8.0528,0.4811,False
3161162,3161532,9.7011,8.6022,False
3161163,3161204,0.4536,0.6089,False
3161164,3161606,10.2447,0.7696,True
3161165,3161306,3.1608,1.653,False
3161166,3161184,0.1569,1.0974,False
3161167,3161196,0.2844,1.0147,False
3161168,3161218,0.5953,0.4358,False
3161169,3161175,0.0903,0.9966,False
3161170,3161180,0.1142,0.9999,False
3161171,3164909,36.2469,1.3631,False
3161172,3169306,67.4556,2.396,False
3161174,3161923,12.0125,0.8191,False
3161175,3161208,0.3647,2.0064,False
3161176,3161195,0.1619,0.9168,False
3161177,3161188,0.085,0.6505,False
3161178,3163308,18.3619,0.0629,False
3161179,3181654,168.2522,1.875,False
3161180,3161253,1.1342,1.0001,False
3161181,3168607,64.1181,1.0355,False
3161182,3173059,104.6481,6.3671,False
3161183,3161527,9.4603,0.1721,False
3161184,3161220,0.4878,1.0002,False
3161185,3161311,3.2639,0.6657,False
3161186,3161212,0.3456,3.1718,False
3161188,3161241,0.8506,1.5984,False
3161189,3161319,3.6133,0.2064,False
3161190,3347664,1438.9217,1.3961,False
3161191,3162635,15.3128,3.0021,False
3161192,3170495,83.2853,8.8717,False
3161193,3161805,11.3056,2.4918,False
3161194,3213325,433.5272,0.9981,False
3161195,3161239,0.7433,1.1719,False
3161196,3161247,0.9103,1.0642,False
3161197,3164606,34.3303,1.3125,False
3161198,3161569,9.6364,6.4502,True
3161199,3202075,336.5131,0.9995,False
3161200,3161999,12.1642,0.4922,False
3161201,3197278,301.1653,0.4779,False
3161202,3161784,10.9794,3.1277,False
3161203,3161506,8.9919,5.6802,False
3161204,3161246,0.7639,0.9976,False
3161205,3163433,18.6533,1.4779,False
3161206,3161266,1.0253,1.4969,False
3161207,3161467,8.5319,1.4846,False
3161208,3161611,9.7897,0.0907,False
3161209,3163745,20.3147,2.1141,False
3161210,3161385,7.3183,1.7732,False
3161211,3161379,7.1692,2.1471,False
3161212,3161665,10.1544,0.2163,False
3161213,3161227,0.2242,0.814,False
3161214,3162335,13.5528,0.9915,False
3161215,3161231,0.2286,1.0,False
3161216,3170843,84.7217,2.0264,False
3161217,3166433,42.6333,0.8235,False
3161218,3161232,0.1867,0.5058,False
3161219,3281270,970.2025,12.163,False
3161220,3161225,0.0806,3.6821,False
3161221,3200684,327.2986,8.198,False
3161222,3164865,35.3469,0.2319,False
3161223,3171306,86.6494,2.9503,False
3161224,3162017,11.8678,0.0629,False
3161225,3161344,5.5419,0.2436,False
3161226,3280844,961.6986,9.6525,False
3161227,3188516,228.8578,1.2857,True
3161228,3161468,8.2569,0.1858,False
3161229,3218828,477.8133,4.705,False
3161230,3171682,88.5158,0.2404,False
3161231,3163034,16.4889,4.71,False
3161232,3161257,0.5678,0.788,False
3161233,3161242,0.2672,1.1999,False
3161234,3162063,11.9753,0.6484,False
3161235,3161647,9.7083,0.0939,False
3161236,3163280,17.4861,4.3127,True
3161237,3161378,6.6667,2.337,True
3161238,3194575,278.0417,0.4505,False
3161239,3161424,7.4489,1.1815,False
3161240,3161575,8.9508,1.3062,False
3161241,3161323,3.0147,0.7057,False
3161242,3167212,49.4856,1.4755,False
3161243,3161752,10.1028,3.7771,False
3161244,3161288,1.1503,4.7091,False
3161245,3161543,8.5967,1.3457,False
3161246,3161364,6.0767,1.0026,False
3161247,3161270,0.3956,0.2783,False
3161248,3161260,0.1742,0.9997,False
3161249,3163069,16.1386,0.1078,True
3161250,3170204,80.3333,0.2139,True
3161251,3161398,6.7672,5.98,True
3161252,3161866,10.5714,1.0782,False
3161253,3161258,0.1175,0.9488,False
3161254,3162621,14.1625,1.0501,True
3161255,3169456,66.9228,1.2044,False
3161256,3179886,157.2081,1.0169,False
3161257,3161471,7.6925,5.6278,False
3161258,3161261,0.0086,1.0,False
3161259,3161287,0.7772,3.3455,False
3161260,3162003,11.1244,1.7861,False
3161261,3161272,0.2247,1.0001,False
3161262,3161869,10.4581,1.6349,False
3161263,3163808,19.7861,0.6362,False
3161264,3162011,11.1394,0.5791,False
3161265,3161295,1.0422,0.8755,False
3161266,3161303,1.5542,1.0013,False
3161267,3162027,11.1617,0.9133,False
3161268,3161328,2.945,1.0408,False
3161269,3291923,1054.0925,1.0002,False
3161270,3161289,0.68,0.5949,False
3161271,3161273,0.0161,0.9944,False
3161272,3161591,8.5222,0.4738,False
3161273,3161279,0.3067,0.9991,False
3161274,3161884,10.1919,0.5904,False
3161275,3161422,6.7106,0.3854,False
3161276,3161283,0.2622,0.9999,False
3161277,3275915,924.0989,0.081,False
3161278,3161778,9.555,0.1733,True
3161279,3161285,0.1414,1.0013,False
3161280,3162151,11.3108,3.8878,False
3161281,3164285,26.5583,0.8615,False
3161282,3161386,5.8708,3.4847,False
3161283,3161490,7.2108,0.3324,False
3161284,3161348,4.4281,0.8799,False
3161285,3161654,8.4953,1.1879,False
3161286,3166550,41.6822,0.0745,False
3161287,3162118,10.8958,0.5175,False
3161288,3161469,6.755,0.4824,False
3161289,3161711,8.6839,11.641,False
3161290,3161296,0.2331,0.9992,False
3161291,3171656,86.7578,0.7596,False
3161292,3162918,14.4364,0.243,False
3161293,3167808,57.7467,2.4554,False
3161294,3161418,5.8272,1.0005,False
3161295,3161794,8.9194,5.0026,False
3161296,3161638,7.8486,0.3515,False
3161298,3165118,34.6783,1.4246,False
3161299,3163196,15.1994,0.4394,True
3161300,3161301,0.0622,0.9999,False
3161301,3161372,4.4831,0.9998,False
3161302,3166808,42.2283,0.3929,True
3161303,3161458,5.8714,1.741,False
3161304,3161310,0.3183,1.4869,False
3161305,3162083,9.8392,2.669,True
3161306,3161313,0.3908,0.7194,False
3161307,3163412,15.7467,0.1312,False
3161308,3161316,0.3603,1.0005,False
3161309,3165506,35.6661,1.4613,False
3161310,3162469,11.3997,0.844,False
3161311,3161733,7.6675,1.5695,False
3161312,3161330,1.0614,0.4007,False
3161313,3161564,6.3658,8.5847,False
3161314,3222073,508.3989,14.9886,False
3161315,3161321,0.1744,1.002,False
3161316,3161447,5.0925,1.8272,False
3161317,3161400,4.3333,2.1042,False
3161318,3161954,8.4939,1.5035,False
3161319,3161614,6.4639,1.5495,False
3161320,3162363,10.3731,2.9194,False
3161321,3164266,23.425,0.4491,False
3161322,3161800,7.5453,3.4355,True
3161323,3161331,0.5917,0.8067,False
3161324,3161361,2.865,1.5409,False
3161325,3161327,0.1153,0.7773,False
3161326,3161401,3.7492,1.0956,False
3161327,3162788,11.8078,0.5977,False
3161328,3161377,3.1339,0.7711,False
3161329,3164660,30.5028,0.2615,False
3161330,3163947,17.5672,2.8986,False
3161331,3161365,2.6017,2.0345,False
3161332,3161428,3.5953,2.9322,True
3161333,3162168,8.0703,3.7113,False
3161334,3161512,4.0583,2.1784,False
3161335,3214947,443.6461,0.6278,False
3161336,3162700,10.1875,4.993,False
3161337,3162032,6.9822,1.7635,False
3161338,3161581,4.2633,3.6393,False
3161339,3161435,2.79,0.3155,False
3161340,3161343,0.2206,1.3452,False
3161341,3184879,195.4719,4.655,False
3161342,3161427,2.3167,0.8977,False
3161343,3161482,2.9556,0.2238,False
3161344,3161645,4.1964,0.3612,False
3161345,3161433,2.2947,1.2029,False
3161346,3187745,218.3083,5.1969,False
3161347,3162822,9.9486,0.7985,True
3161348,3161540,3.2536,0.7492,False
3161349,3167049,40.7783,0.5557,False
3161350,3161683,4.2308,4.0084,False
3161351,3161572,3.2997,1.2296,False
3161352,3162122,6.4264,3.4393,False
3161353,3328320,1304.8667,0.1442,False
3161354,3161792,4.6881,3.9943,False
3161355,3165364,31.6092,2.1834,False
3161356,3161480,2.2372,1.5514,False
3161357,3162386,7.3847,21.3431,False
3161358,3161747,4.2206,0.4846,False
3161359,3161363,0.2761,0.9997,False
3161360,3161465,1.9883,1.0664,True
3161361,3161391,0.8281,0.9434,False
3161362,3177385,129.4375,1.1303,False
3161363,3161621,3.0581,0.8357,False
3161364,3162037,5.4372,0.8102,False
3161365,3161382,0.5108,0.5858,False
