from_txn_id,to_device_profile_id,newness,proxy_type,match_status,device_type
3094051,DP-4d7a65bce590d6c8,Found,,,mobile
3094052,DP-569992688411fa44,New,,match_status:2,desktop
3094053,DP-6d3af844660bf8b9,New,,match_status:2,desktop
3094055,DP-78c3af5d083d355a,New,,match_status:1,mobile
3094056,DP-197bbcf019ce7dbb,New,,match_status:1,mobile
3094058,DP-ac99513b8c209214,New,,,mobile
3094059,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3094063,DP-358a5fe1e01d48f2,New,IP_PROXY:HIDDEN,match_status:2,desktop
3094068,DP-a8b04d270f563109,Found,,match_status:2,desktop
3094069,DP-704a3470972bf732,New,,match_status:1,mobile
3094070,DP-569992688411fa44,Found,,match_status:2,desktop
3094071,DP-6f1021123905e13c,Found,,match_status:2,desktop
3094072,DP-a26ad1a2bcb15917,Found,,match_status:2,desktop
3094073,DP-5480ab4abbbb3dd9,New,,match_status:1,mobile
3094074,DP-ac909942cbc6d0b2,New,,match_status:2,desktop
3094075,DP-1afa69227b7363d9,New,,match_status:1,mobile
3094077,DP-6219a6a1444505b7,,,,
3094078,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3094080,DP-37a11416ceda47c2,Found,,match_status:2,desktop
3094081,DP-7dd4a0e2fd2b9859,New,,match_status:1,mobile
3094082,DP-1e82d3dedabecfcd,Found,,match_status:2,desktop
3094084,DP-1caf41d74d43f774,New,,match_status:2,desktop
3094085,DP-e6b04b062f64f66b,New,,match_status:1,mobile
3094086,DP-6219a6a1444505b7,,,,
3094087,DP-e50033c9230529fd,New,,match_status:1,mobile
3094088,DP-a774484962e6d209,New,,match_status:2,desktop
3094090,DP-6219a6a1444505b7,,,,
3094091,DP-816cd39a2f752779,Found,,match_status:2,desktop
3094092,DP-6196a0fb4aba335e,New,,match_status:1,mobile
3094093,DP-197bbcf019ce7dbb,New,,match_status:1,mobile
3094094,DP-816cd39a2f752779,Found,,match_status:2,desktop
3094095,DP-48db3d6a56bdcf7a,New,,match_status:1,mobile
3094096,DP-16f6b8602eebffc7,New,,match_status:1,mobile
3094097,DP-816cd39a2f752779,Found,,match_status:2,desktop
3094098,DP-ccf2aa4bb704f47e,Found,,match_status:2,desktop
3094099,DP-37a11416ceda47c2,Found,,match_status:2,desktop
3094101,DP-6219a6a1444505b7,,,,
3094103,DP-ccf2aa4bb704f47e,New,,match_status:2,desktop
3094105,DP-ccf2aa4bb704f47e,Found,,match_status:2,desktop
3094106,DP-ccf2aa4bb704f47e,Found,,match_status:2,desktop
3094109,DP-a8b04d270f563109,Found,,match_status:2,desktop
3094111,DP-816cd39a2f752779,Found,,match_status:2,desktop
3094113,DP-2b0b8f2c346eba51,New,,match_status:1,mobile
3094116,DP-ccf2aa4bb704f47e,New,,match_status:2,desktop
3094117,DP-88d2976c492a2742,Found,,match_status:2,desktop
3094118,DP-59b6f9843ad0d85d,Found,,match_status:2,desktop
3094119,DP-f8022470c571b291,New,,match_status:1,mobile
3094121,DP-4cf4179fb34620b0,New,,match_status:2,desktop
3094122,DP-816cd39a2f752779,Found,,match_status:2,desktop
3094123,DP-d1fca23e0ec1350d,Found,,match_status:2,desktop
3094124,DP-c0bb313c3b3d2bd4,Found,,match_status:2,desktop
3094125,DP-c7f712ce0c068233,New,,match_status:1,mobile
3094127,DP-3258d4c551dcb694,Found,,match_status:2,desktop
3094130,DP-3e41f70f3c1fccba,Found,,match_status:2,desktop
3094132,DP-569992688411fa44,Found,,match_status:2,desktop
3094135,DP-6196a0fb4aba335e,Found,,match_status:1,mobile
3094136,DP-b59b41ae704e319a,New,,match_status:2,desktop
3094137,DP-554ea9a51878c673,Found,,match_status:2,mobile
3094141,DP-fcd22c8c8878acb8,Found,,match_status:2,desktop
3094143,DP-4d7a65bce590d6c8,Unknown,,match_status:1,mobile
3094144,DP-64297e91c550cb8e,New,,match_status:1,mobile
3094145,DP-2b0b8f2c346eba51,New,,match_status:1,mobile
3094147,DP-ccf2aa4bb704f47e,Found,,match_status:2,desktop
3094148,DP-f182bd485fa26aec,Found,,match_status:2,desktop
3094149,DP-02e3ff91a0c7803e,New,,match_status:2,desktop
3094151,DP-396c02c6ac381642,New,IP_PROXY:TRANSPARENT,match_status:2,mobile
3094152,DP-14cda32c91d8854f,New,,match_status:1,mobile
3094157,DP-b59b41ae704e319a,New,,match_status:2,desktop
3094159,DP-6196a0fb4aba335e,New,,match_status:1,mobile
3094160,DP-a8b04d270f563109,Found,,match_status:2,desktop
3094162,DP-163813717df3c29c,New,,match_status:2,mobile
3094167,DP-6219a6a1444505b7,,,,
3094171,DP-8b930e32218c21dd,Unknown,,match_status:2,desktop
3094174,DP-362cfb5dfd65e30e,New,,match_status:1,mobile
3094175,DP-b24806b691565b09,New,,match_status:1,mobile
3094176,DP-644f43676b4dd944,Found,,,desktop
3094177,DP-88d1a563882f8462,Found,,match_status:2,desktop
3094178,DP-3ee80ad2fe5dfe75,Found,,match_status:2,desktop
3094180,DP-21514ba62a10ec67,Found,,match_status:2,mobile
3094181,DP-911759bf89e35217,Found,,,desktop
3094182,DP-c2ca2f03c88ef30d,Found,,match_status:2,desktop
3094183,DP-17d90e4c3deb25e8,New,,match_status:1,mobile
3094184,DP-faad6f0959292ab6,New,,match_status:1,mobile
3094185,DP-3ee80ad2fe5dfe75,New,,match_status:2,desktop
3094188,DP-6219a6a1444505b7,,,,
3094190,DP-1563095928e354aa,New,,match_status:2,desktop
3094192,DP-95ad21220ca688a1,Found,,match_status:2,desktop
3094193,DP-37452e8f6aed5f6d,Found,,,mobile
3094195,DP-9dcc9f1b2db73dc8,New,,,desktop
3094196,DP-a8b04d270f563109,Found,,match_status:2,desktop
3094197,DP-9f09539214420ab6,New,,match_status:1,mobile
3094199,DP-8f5e9b92d4106a76,New,IP_PROXY:TRANSPARENT,match_status:1,mobile
3094200,DP-3ee80ad2fe5dfe75,Found,,match_status:2,desktop
3094201,DP-644f43676b4dd944,New,,,desktop
3094202,DP-92ba108116254bb9,Found,,,desktop
3094203,DP-a8b04d270f563109,New,,match_status:2,desktop
3094205,DP-c4582976257af3b4,New,,match_status:2,desktop
3094206,DP-9dcc9f1b2db73dc8,New,,,desktop
3094211,DP-9dcc9f1b2db73dc8,New,,,desktop
3094212,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3094213,DP-644f43676b4dd944,Found,,,desktop
3094214,DP-6674d51489dc3438,Found,,match_status:2,desktop
3094215,DP-3ee80ad2fe5dfe75,Found,,match_status:2,desktop
3094216,DP-0f50fa61e874e42a,Found,,,desktop
3094220,DP-6219a6a1444505b7,,,,
3094225,DP-d402c6a0a607f60e,New,,,mobile
3094226,DP-1af9a5620754567f,Unknown,,,desktop
3094227,DP-a8b04d270f563109,New,,match_status:2,desktop
3094228,DP-03b2f0095e511338,Found,,match_status:2,desktop
3094229,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3094230,DP-78c3af5d083d355a,Found,,match_status:1,mobile
3094231,DP-b59b41ae704e319a,New,,match_status:2,desktop
3094232,DP-d2f1d6bf28bdd734,New,,match_status:2,desktop
3094233,DP-78c3af5d083d355a,New,,match_status:1,mobile
3094236,DP-c5b92e0e2e0833a6,New,,match_status:1,mobile
3094237,DP-4ccd2c8c2f36fc79,New,,match_status:2,desktop
3094242,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3094243,DP-4cf4179fb34620b0,New,,match_status:2,desktop
3094245,DP-86da3a3573db2589,Found,,match_status:1,mobile
3094246,DP-e1c4177ea97ef351,New,,match_status:2,desktop
3094249,DP-86da3a3573db2589,Found,,match_status:1,mobile
3094250,DP-6d8ccb43045b4371,Found,,match_status:2,desktop
3094251,DP-6219a6a1444505b7,,,,
3094252,DP-2b0b8f2c346eba51,New,,match_status:1,mobile
3094253,DP-7a71fe5edb5df89a,Found,,match_status:2,mobile
3094254,DP-6f1021123905e13c,New,,match_status:2,desktop
3094256,DP-844b652163a04358,Found,,match_status:2,desktop
3094259,DP-6219a6a1444505b7,,,,
3094260,DP-86da3a3573db2589,New,,match_status:1,mobile
3094263,DP-d7755df514dfdde1,New,,match_status:1,mobile
3094264,DP-7dd4a0e2fd2b9859,Unknown,,match_status:1,mobile
3094265,DP-569992688411fa44,New,,match_status:2,desktop
3094266,DP-eeca3d773fd2c190,New,,match_status:2,desktop
3094267,DP-eb64423aac2288d7,New,,match_status:2,desktop
3094268,DP-33664d1175be3baf,Found,,match_status:1,mobile
3094269,DP-bdf6aa8dcf98d141,Found,IP_PROXY:HIDDEN,match_status:2,desktop
3094271,DP-ff047bbe95c2a786,Found,,match_status:2,desktop
3094273,DP-6a84c62064fd51d8,Found,,match_status:2,desktop
3094275,DP-1b0042c73580366b,New,,,mobile
3094276,DP-92ba108116254bb9,New,,,desktop
3094277,DP-741e574085f7cb31,Found,,match_status:2,desktop
3094278,DP-16f6b8602eebffc7,Found,,match_status:1,mobile
3094279,DP-772940d024b08a77,New,,match_status:2,mobile
3094280,DP-d318cac9bc3544e8,Found,,match_status:2,desktop
3094281,DP-a5753b5112a08c92,New,,match_status:1,mobile
3094282,DP-55272844a9d1b0f4,New,,match_status:2,desktop
3094283,DP-d2f1d6bf28bdd734,Found,,match_status:2,desktop
3094285,DP-19f6252f51f2a5e6,Found,IP_PROXY:ANONYMOUS,match_status:2,desktop
3094286,DP-3936ef335378ed70,New,,match_status:2,desktop
3094290,DP-396c02c6ac381642,Found,,match_status:2,mobile
3094291,DP-7ffb6b7c2801dd6e,New,,match_status:2,mobile
3094293,DP-4d471fe7671da769,Found,,match_status:2,desktop
3094294,DP-0b8624d2d09a45c4,Found,,match_status:2,mobile
3094297,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3094298,DP-21bbd81270b2741d,New,,match_status:2,mobile
3094299,DP-2b0b8f2c346eba51,New,,match_status:1,mobile
3094301,DP-b2ad9bd502cc9bf6,New,,match_status:2,desktop
3094302,DP-2745f63deabe156f,New,,,mobile
3094303,DP-d7755df514dfdde1,New,,match_status:1,mobile
3094305,DP-a8b04d270f563109,Found,,match_status:2,desktop
3094306,DP-e50033c9230529fd,Found,,match_status:1,mobile
3094308,DP-cfd9567871d280b4,New,,match_status:2,desktop
3094309,DP-de9b2a8bb2f2ffb5,New,,match_status:2,desktop
3094313,DP-92ba108116254bb9,Found,,,desktop
3094314,DP-b4347239703cf61f,New,,match_status:2,mobile
3094316,DP-2c3652ae19c1673a,Found,,match_status:2,desktop
3094317,DP-b59b41ae704e319a,New,,match_status:2,desktop
3094318,DP-452b15de575832b5,Found,,match_status:2,desktop
3094319,DP-534cca88bee52149,New,,match_status:2,desktop
3094321,DP-a8b04d270f563109,Found,,match_status:2,desktop
3094322,DP-b4347239703cf61f,Found,,match_status:2,mobile
3094325,DP-c31dfe4ae829d5b7,Found,,match_status:2,desktop
3094328,DP-4d471fe7671da769,Found,,match_status:2,desktop
3094329,DP-2b745079d2b55d38,Unknown,,match_status:2,desktop
3094330,DP-ddba66838dfd2cd1,New,,match_status:2,mobile
3094332,DP-569992688411fa44,New,,match_status:2,desktop
3094333,DP-66551f5e85d6a4ea,Found,,match_status:2,desktop
3094335,DP-d318cac9bc3544e8,Unknown,,match_status:2,desktop
3094336,DP-2b745079d2b55d38,Found,,match_status:2,desktop
3094337,DP-cfd9567871d280b4,Found,,match_status:2,desktop
3094338,DP-6196a0fb4aba335e,New,,match_status:1,mobile
3094340,DP-e13073ceefc70395,New,,match_status:2,desktop
3094341,DP-22f60aa9fbcfc031,Found,,match_status:2,desktop
3094342,DP-a8b04d270f563109,New,,match_status:2,desktop
3094343,DP-2c3652ae19c1673a,New,,match_status:2,desktop
3094344,DP-29fda8cea3906756,New,,match_status:2,mobile
3094346,DP-99ae371823d919da,New,,match_status:2,desktop
3094347,DP-9b1c4927ccedf3fb,Found,,match_status:2,desktop
3094349,DP-67b1ecb61f3599d3,New,,match_status:2,desktop
3094351,DP-4d9d68df8bb9d8d9,Found,,match_status:2,desktop
3094352,DP-06b586604af20226,Found,,match_status:2,desktop
3094353,DP-a8b04d270f563109,Found,,match_status:2,desktop
3094355,DP-c8389c53c27bba70,New,,match_status:2,mobile
3094356,DP-264f27cd750637df,Found,,match_status:2,desktop
3094357,DP-ce69d00ba9811adb,New,,match_status:2,desktop
3094359,DP-92ba108116254bb9,Found,,,desktop
3094360,DP-6219a6a1444505b7,Unknown,,match_status:2,
3094361,DP-868b8636aca79e26,Found,,match_status:2,desktop
3094362,DP-cfd9567871d280b4,Found,,match_status:2,desktop
3094363,DP-b59b41ae704e319a,New,,match_status:2,desktop
3094364,DP-4d9d68df8bb9d8d9,Found,,match_status:2,desktop
3094368,DP-569992688411fa44,Found,,match_status:2,desktop
3094369,DP-42caf5f566799dc3,New,,match_status:2,desktop
3094373,DP-d8d71031ccb05614,New,,match_status:2,desktop
3094374,DP-9dcc9f1b2db73dc8,Unknown,,,desktop
3094375,DP-642c7c3592f46abf,Found,,match_status:2,desktop
3094376,DP-cfd9567871d280b4,Found,,match_status:2,desktop
3094377,DP-50e21a601a97a421,New,IP_PROXY:HIDDEN,match_status:2,desktop
3094378,DP-0ac4a869cfd9a78d,Found,,match_status:2,desktop
3094383,DP-92ba108116254bb9,New,,,desktop
3094384,DP-a8b04d270f563109,New,,match_status:0,desktop
3094385,DP-a286a55cd36dd53d,Found,,match_status:2,desktop
3094386,DP-3258d4c551dcb694,Found,,match_status:2,desktop
3094387,DP-7826aa08b7ee7317,New,,match_status:1,mobile
3094388,DP-c2ca2f03c88ef30d,New,,match_status:2,desktop
3094389,DP-6196a0fb4aba335e,New,,match_status:1,mobile
3094390,DP-cfd9567871d280b4,Found,,match_status:2,desktop
3094391,DP-d4b8f155cca730cc,New,,match_status:1,mobile
3094393,DP-1b089a798dd98e02,New,,match_status:2,desktop
3094396,DP-92ba108116254bb9,New,,,desktop
3094398,DP-554ea9a51878c673,Found,,match_status:2,mobile
3094399,DP-955735bc523dc246,New,,match_status:2,desktop
3094400,DP-d8fe14d3bae23e48,New,,,mobile
3094403,DP-9c3c4eece1366ad8,New,,match_status:2,desktop
3094405,DP-582b0a9bcf01e8bc,New,,,mobile
3094406,DP-6219a6a1444505b7,,,,
3094407,DP-06b586604af20226,New,,match_status:2,desktop
3094408,DP-bc73389ff0fb081f,New,,match_status:2,desktop
3094409,DP-7ac2b4723500df29,New,,match_status:1,mobile
3094412,DP-e9e4a2bed8103492,Found,,match_status:2,desktop
3094415,DP-d218e3bbecf0c737,Found,,match_status:2,desktop
3094416,DP-53e7d3ac1fa855ec,New,,match_status:2,desktop
3094417,DP-3e41f70f3c1fccba,Found,,match_status:2,desktop
3094418,DP-86e0cf6960033ec7,Found,,match_status:1,mobile
3094419,DP-a8b04d270f563109,New,,match_status:2,desktop
3094420,DP-eaeea97b41b97b8c,Found,,match_status:0,desktop
3094421,DP-3258d4c551dcb694,Found,,match_status:2,desktop
3094423,DP-87a2a1d029ad8190,New,,match_status:1,mobile
3094425,DP-a5c840a200933ac5,New,,match_status:2,desktop
3094426,DP-be296bb907c594d5,New,,,mobile
3094427,DP-d7755df514dfdde1,New,,match_status:1,mobile
3094428,DP-a1a1f3bc1df1fa91,Found,,match_status:2,desktop
3094429,DP-6196a0fb4aba335e,New,,match_status:1,mobile
3094434,DP-3c6c632c4845ca05,Found,,match_status:2,desktop
3094435,DP-569992688411fa44,New,,match_status:2,desktop
3094436,DP-a5753b5112a08c92,New,,match_status:1,mobile
3094437,DP-569992688411fa44,New,,match_status:2,desktop
3094438,DP-362cfb5dfd65e30e,New,,match_status:1,mobile
3094440,DP-92ba108116254bb9,New,,,desktop
3094443,DP-4fcfad57d815df1e,New,,match_status:2,mobile
3094444,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3094445,DP-6219a6a1444505b7,,,,
3094448,DP-534cca88bee52149,New,,match_status:2,desktop
3094450,DP-7ef7cc6afac4f288,Found,,match_status:1,desktop
3094451,DP-6219a6a1444505b7,,,,
3094452,DP-e40cca25acd11d86,New,,match_status:1,mobile
3094453,DP-9300db47ac591ae7,Found,,match_status:2,desktop
3094455,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3094457,DP-7ac2b4723500df29,New,,match_status:1,mobile
3094459,DP-6196a0fb4aba335e,New,,match_status:1,mobile
3094460,DP-86e0cf6960033ec7,New,,match_status:1,mobile
3094462,DP-6219a6a1444505b7,,,,
3094464,DP-06b586604af20226,Found,,match_status:2,desktop
3094465,DP-a8b04d270f563109,Found,,match_status:2,desktop
3094468,DP-362cfb5dfd65e30e,New,,match_status:1,mobile
3094469,DP-79f958315babfd9e,Found,,match_status:2,desktop
3094471,DP-490caec8fffc7fce,New,IP_PROXY:ANONYMOUS,,desktop
3094473,DP-8cfa2d1339a6d424,New,,match_status:1,mobile
3094474,DP-e59ffa8ef1b2f28f,New,,match_status:2,desktop
3094477,DP-3258d4c551dcb694,New,,match_status:2,desktop
3094479,DP-7ac2b4723500df29,New,,match_status:1,mobile
3094481,DP-362cfb5dfd65e30e,New,,match_status:1,mobile
3094482,DP-117e0ec13c075458,New,,match_status:2,desktop
3094485,DP-9300db47ac591ae7,Found,,match_status:2,desktop
3094486,DP-0b8624d2d09a45c4,Found,,match_status:2,mobile
3094487,DP-e60a6fcb02249e7b,New,,,mobile
3094488,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3094489,DP-d3d0ff4973c45267,New,,match_status:2,desktop
3094490,DP-a3f86da1703e35ac,New,,match_status:2,desktop
3094493,DP-06b586604af20226,Found,,match_status:2,desktop
3094494,DP-6196a0fb4aba335e,New,,match_status:1,mobile
3094495,DP-0b8624d2d09a45c4,New,,match_status:2,mobile
3094496,DP-0b8624d2d09a45c4,Found,,match_status:2,mobile
3094498,DP-b2ad1a3e309d57cc,New,,match_status:2,desktop
3094499,DP-6d8ccb43045b4371,New,,match_status:2,desktop
3094501,DP-bc29847f605506ba,Found,,match_status:2,desktop
3094505,DP-92ba108116254bb9,Found,,,desktop
3094506,DP-92d05ab54dc18cf4,New,,match_status:1,mobile
3094509,DP-fa77b2940e208757,Found,,match_status:2,desktop
3094510,DP-e9e4a2bed8103492,Found,,match_status:2,desktop
3094511,DP-0b8624d2d09a45c4,Found,,match_status:2,mobile
3094512,DP-3e41f70f3c1fccba,Found,,match_status:1,desktop
3094513,DP-0b8624d2d09a45c4,Found,,match_status:2,mobile
3094514,DP-4cf4179fb34620b0,New,,match_status:2,desktop
3094515,DP-36b59ec68014ad2f,New,,,mobile
3094517,DP-a8b04d270f563109,New,,match_status:2,desktop
3094518,DP-4cf4179fb34620b0,Found,,match_status:2,desktop
3094521,DP-c2ca2f03c88ef30d,New,,match_status:2,desktop
3094522,DP-6219a6a1444505b7,,,,
3094523,DP-869b60598afe0386,New,,match_status:1,mobile
3094525,DP-06b586604af20226,Found,,match_status:2,desktop
3094527,DP-8cd0814d9212e7ef,New,,match_status:2,desktop
3094529,DP-0b8624d2d09a45c4,New,,match_status:2,mobile
3094533,DP-3258d4c551dcb694,Found,,match_status:2,desktop
3094535,DP-ad9efa8941bd14f5,New,,match_status:2,desktop
3094536,DP-a8b04d270f563109,New,,match_status:2,desktop
3094539,DP-06b586604af20226,New,,match_status:2,desktop
3094540,DP-0b8624d2d09a45c4,Found,,match_status:2,mobile
3094541,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3094542,DP-704a3470972bf732,New,,match_status:1,mobile
3094543,DP-862b95359a557aca,New,IP_PROXY:TRANSPARENT,match_status:1,mobile
3094544,DP-e1c4177ea97ef351,New,,match_status:2,desktop
3094547,DP-1fdb7bde88e954d6,New,,match_status:2,desktop
3094549,DP-a8b04d270f563109,New,,match_status:2,desktop
3094552,DP-569992688411fa44,Found,,match_status:2,desktop
3094554,DP-c2ca2f03c88ef30d,New,,match_status:2,desktop
3094555,DP-d44670203cb37a73,New,IP_PROXY:HIDDEN,match_status:2,desktop
3094556,DP-757c499083717849,Found,,match_status:2,desktop
3094557,DP-b59b41ae704e319a,New,,match_status:2,desktop
3094558,DP-3258d4c551dcb694,Found,,match_status:2,desktop
3094559,DP-a8b04d270f563109,Found,,match_status:2,desktop
3094560,DP-f182bd485fa26aec,Found,,match_status:2,desktop
3094562,DP-34bf84f07731ce92,New,,match_status:2,desktop
3094564,DP-362cfb5dfd65e30e,New,,match_status:1,mobile
3094565,DP-57e78ec1a8d27ecc,New,IP_PROXY:TRANSPARENT,match_status:2,mobile
3094566,DP-29982d38a0fdfe48,New,,match_status:2,desktop
3094568,DP-5480ab4abbbb3dd9,New,,match_status:1,mobile
3094569,DP-0bd1bfeca57de8f5,Found,,match_status:2,desktop
3094571,DP-e50033c9230529fd,New,,match_status:1,mobile
3094575,DP-02a584e0c9de299b,New,IP_PROXY:ANONYMOUS,match_status:2,desktop
3094576,DP-1b07572281af8216,New,,match_status:1,mobile
3094577,DP-644f43676b4dd944,Found,,match_status:2,desktop
3094578,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3094581,DP-88e42c85b6d148ad,New,,match_status:2,mobile
3094584,DP-e5cc362676cd4c2d,Found,,match_status:2,mobile
3094585,DP-617ef0ceb7b04c69,Found,,match_status:2,desktop
3094586,DP-6674d51489dc3438,New,,match_status:0,desktop
3094587,DP-d30906ae6f4c162e,New,,match_status:2,mobile
3094589,DP-c5b92e0e2e0833a6,New,,match_status:1,mobile
3094590,DP-2b0b8f2c346eba51,New,IP_PROXY:TRANSPARENT,match_status:1,mobile
3094591,DP-e59ffa8ef1b2f28f,Found,,match_status:2,desktop
3094594,DP-17d90e4c3deb25e8,New,,match_status:1,mobile
3094596,DP-55272844a9d1b0f4,New,,match_status:2,desktop
3094599,DP-e5cc362676cd4c2d,Found,,match_status:2,mobile
3094600,DP-b59b41ae704e319a,Found,,match_status:2,desktop
3094601,DP-0b8624d2d09a45c4,Found,,match_status:2,mobile
3094602,DP-a8b04d270f563109,Found,,match_status:2,desktop
3094603,DP-bcab6b5dbdc5f426,New,,match_status:0,desktop
3094604,DP-0f59161e6afc4bdc,New,,match_status:2,desktop
3094605,DP-78c3af5d083d355a,New,,match_status:1,mobile
3094611,DP-0f50fa61e874e42a,New,IP_PROXY:ANONYMOUS,,desktop
3094612,DP-197bbcf019ce7dbb,New,,match_status:1,mobile
3094614,DP-67b1ecb61f3599d3,Found,,match_status:2,desktop
3094615,DP-4049f96f8cc92c3a,Found,,match_status:2,desktop
3094616,DP-744188594de8c3ed,New,,match_status:2,desktop
3094618,DP-8cd0814d9212e7ef,Found,,match_status:2,desktop
3094622,DP-4cf4179fb34620b0,Found,,match_status:2,desktop
3094623,DP-6219a6a1444505b7,,,,
3094625,DP-d7755df514dfdde1,New,,match_status:1,mobile
3094628,DP-5c9fd52a7f017167,New,,match_status:2,desktop
3094629,DP-d3d0ff4973c45267,New,,match_status:2,desktop
3094630,DP-78c3af5d083d355a,New,,match_status:1,mobile
3094631,DP-34f85df34ab939eb,New,,match_status:2,mobile
3094632,DP-418afdcaee36cba7,Found,,match_status:2,desktop
3094634,DP-06b586604af20226,Found,IP_PROXY:ANONYMOUS,match_status:2,desktop
3094636,DP-3c6f5c6eefc7c7ce,New,,match_status:1,mobile
3094637,DP-9dcc9f1b2db73dc8,New,,,desktop
3094638,DP-af27da287f1e56e1,Found,,match_status:2,mobile
3094640,DP-6196a0fb4aba335e,New,,match_status:1,mobile
3094642,DP-06048a5c16cef912,New,,match_status:2,desktop
3094643,DP-b59b41ae704e319a,New,,match_status:2,desktop
3094645,DP-5b70426326349d37,Found,IP_PROXY:HIDDEN,match_status:2,mobile
3094646,DP-78c3af5d083d355a,New,IP_PROXY:TRANSPARENT,match_status:1,mobile
3094647,DP-e1c4177ea97ef351,New,,match_status:2,desktop
3094648,DP-418afdcaee36cba7,Found,,match_status:2,desktop
3094649,DP-396c02c6ac381642,Found,,,mobile
3094651,DP-92ba108116254bb9,Found,,,desktop
3094655,DP-036262cbfd0b04fd,Found,,match_status:2,desktop
3094658,DP-420014c2969d07ed,New,,match_status:1,mobile
3094659,DP-a8b04d270f563109,New,,match_status:2,desktop
3094662,DP-2b0b8f2c346eba51,New,IP_PROXY:TRANSPARENT,match_status:1,mobile
3094665,DP-5f0eb20e16615e14,New,,match_status:1,mobile
3094667,DP-51d2f4ced03ec2b6,Found,,match_status:2,desktop
3094668,DP-a8b04d270f563109,New,,match_status:2,desktop
3094669,DP-e9e4a2bed8103492,New,,match_status:2,desktop
3094670,DP-bc7e8e5f5346452a,New,,match_status:2,desktop
3094672,DP-a8b04d270f563109,Found,,match_status:2,desktop
3094675,DP-569992688411fa44,Found,,match_status:2,desktop
3094676,DP-ac9934fae03819f5,Found,,match_status:2,desktop
3094677,DP-a286a55cd36dd53d,Found,,match_status:2,desktop
3094680,DP-e1c4177ea97ef351,New,,match_status:2,desktop
3094681,DP-92ba108116254bb9,Found,,,desktop
3094684,DP-569992688411fa44,New,,match_status:2,desktop
3094686,DP-03b2f0095e511338,Found,,match_status:2,desktop
3094687,DP-9dcc9f1b2db73dc8,Found,,,desktop
3094691,DP-6219a6a1444505b7,Unknown,,match_status:2,
3094692,DP-06b586604af20226,Found,,match_status:2,desktop
3094694,DP-92ba108116254bb9,Found,,,desktop
3094695,DP-6d3af844660bf8b9,New,,match_status:2,desktop
3094697,DP-3e41f70f3c1fccba,New,,match_status:1,desktop
3094700,DP-3258d4c551dcb694,New,,match_status:2,desktop
3094701,DP-03b2f0095e511338,New,,match_status:2,desktop
3094702,DP-00a0d4c36088abbc,New,,match_status:2,desktop
3094706,DP-c8f2240bd75022ea,Found,,match_status:2,mobile
3094708,DP-dbd951b732f59420,New,IP_PROXY:TRANSPARENT,match_status:2,desktop
3094709,DP-ad9efa8941bd14f5,Found,,match_status:2,desktop
3094712,DP-2b0b8f2c346eba51,New,,match_status:1,mobile
3094715,DP-a8b04d270f563109,Found,,match_status:1,desktop
3094716,DP-f0e20501021b0a81,Found,,match_status:2,desktop
3094719,DP-0ac4a869cfd9a78d,Found,,match_status:2,desktop
3094720,DP-1af9a5620754567f,Found,,,desktop
3094723,DP-d7755df514dfdde1,New,,match_status:1,mobile
3094724,DP-8489e743e9e1f231,New,,,desktop
3094725,DP-78c3af5d083d355a,New,,match_status:1,mobile
3094728,DP-c7f712ce0c068233,New,,match_status:1,mobile
3094729,DP-d8d71031ccb05614,New,,match_status:2,desktop
3094730,DP-534cca88bee52149,Found,,match_status:2,desktop
3094737,DP-bc7e8e5f5346452a,New,,match_status:2,desktop
3094740,DP-844b652163a04358,Found,,match_status:2,desktop
3094744,DP-6219a6a1444505b7,Unknown,,match_status:2,
3094747,DP-fdba0c3940d662b0,Found,,match_status:2,desktop
3094748,DP-0ac4a869cfd9a78d,Found,,match_status:2,desktop
3094749,DP-16f6b8602eebffc7,New,,match_status:1,mobile
3094750,DP-d42cbae6ec3f4b38,Found,,match_status:2,mobile
3094751,DP-06b586604af20226,New,,match_status:2,desktop
3094752,DP-92ba108116254bb9,Found,,,desktop
3094755,DP-11e72f6a3ec3cd2e,New,,match_status:1,mobile
3094756,DP-e8432ee0077a467d,New,,match_status:2,mobile
3094757,DP-1af9a5620754567f,Found,,,desktop
3094758,DP-6196a0fb4aba335e,New,,match_status:1,mobile
3094759,DP-6a84c62064fd51d8,Found,,match_status:2,desktop
3094760,DP-b59b41ae704e319a,New,IP_PROXY:ANONYMOUS,,desktop
3094761,DP-8392c243ce440088,Found,,match_status:2,desktop
3094762,DP-e59ffa8ef1b2f28f,Found,,match_status:2,desktop
3094763,DP-9300db47ac591ae7,Found,,match_status:2,desktop
3094765,DP-3fcd824fea458c73,New,,match_status:2,desktop
3094766,DP-5c9fd52a7f017167,Found,,match_status:2,desktop
3094767,DP-704a3470972bf732,New,,match_status:1,mobile
3094768,DP-6219a6a1444505b7,,,,
