customer_id,total_txns,online_txns,in_person_txns,region_count,avg_amount,max_amount,first_ts,last_ts
C03434,7,7,0,1,71.47857142857143,155.3,2016-07-19 02:25:10,2016-12-04 21:49:56
C03435,5,2,3,1,126.816,250.08,2016-08-23 00:44:00,2016-12-05 19:31:08
C03436,8,0,8,2,181.075,444.95,2016-07-07 10:08:30,2016-12-29 23:55:57
C03437,4,0,4,1,106.7125,226.06,2016-07-04 18:08:13,2016-10-25 23:38:37
C03438,1,0,1,1,59.08,59.08,2016-07-12 19:40:59,2016-07-12 19:40:59
C03439,1,0,1,1,57.91,57.91,2016-07-17 17:06:08,2016-07-17 17:06:08
C03440,8,0,8,1,143.66,209.86,2016-07-13 19:26:32,2016-11-13 03:43:47
C03441,59,7,52,22,150.94711864406779,568.58,2016-07-03 14:46:10,2016-12-31 13:39:41
C03442,1,0,1,1,363.04,363.04,2016-08-19 03:24:11,2016-08-19 03:24:11
C03443,66,66,0,4,55.80378787878788,350.05,2016-07-08 15:44:48,2016-12-30 01:28:32
C03444,13,0,13,1,142.21615384615384,644.97,2016-07-06 01:43:04,2016-12-31 19:00:59
C03445,2,0,2,1,156.925,158.95,2016-07-31 17:25:10,2016-10-24 16:07:01
C03446,5,0,5,1,91.986,120.03,2016-07-09 15:12:27,2016-10-04 22:05:11
C03447,8,5,3,2,336.8625,844.98,2016-07-22 15:09:54,2016-10-29 14:36:38
C03448,2,2,0,2,400.08000000000004,750.08,2016-07-08 18:19:10,2016-08-03 16:22:35
C03449,23,23,0,8,166.3795652173913,309.91,2016-07-02 22:36:19,2016-12-13 01:48:42
C03450,2,1,1,1,61.985,100.06,2016-07-26 22:04:13,2016-11-12 04:12:25
C03451,6,5,1,6,238.42666666666665,840.52,2016-07-03 22:37:11,2016-12-10 04:59:15
C03452,5,0,5,2,218.41400000000004,554.01,2016-07-21 01:07:48,2016-10-23 19:38:55
C03453,7,7,0,5,142.8557142857143,300.03,2016-07-16 20:19:01,2016-11-26 17:57:51
C03454,1,1,0,1,150.01,150.01,2016-07-24 21:19:45,2016-07-24 21:19:45
C03455,2,0,2,2,58.475,87.08,2016-10-26 12:14:41,2016-11-25 00:32:19
C03456,2,0,2,1,1141.08,1887.29,2016-08-06 17:17:26,2016-08-27 17:55:52
C03457,22,1,21,1,74.68136363636364,319.97,2016-07-04 01:26:57,2016-12-24 23:26:19
C03458,2,0,2,1,308.765,563.02,2016-07-29 14:23:27,2016-08-13 14:00:23
C03459,5,1,4,1,127.16600000000001,134.01,2016-07-08 21:55:01,2016-10-27 20:50:13
C03460,17,0,17,3,365.85117647058826,1640.54,2016-07-11 21:42:33,2016-12-24 13:47:09
C03461,1,0,1,1,566.96,566.96,2016-11-15 16:09:22,2016-11-15 16:09:22
C03462,2,0,2,1,170.96499999999997,170.98,2016-10-15 19:25:16,2016-10-15 21:12:50
C03463,31,0,31,2,208.17483870967743,894.83,2016-07-18 00:07:06,2016-12-31 16:28:09
C03464,22,5,17,1,66.75045454545455,209.87,2016-07-03 19:24:54,2016-12-26 20:39:37
C03465,6,6,0,4,77.515,100.09,2016-07-12 00:47:48,2016-08-27 10:32:42
C03466,1,0,1,1,227.21,227.21,2016-07-23 19:58:56,2016-07-23 19:58:56
C03467,12,12,0,8,131.25416666666666,200.02,2016-07-19 23:25:23,2016-11-14 20:17:22
C03468,3,3,0,0,23.05333333333333,27.67,2016-10-03 21:10:23,2016-11-03 18:30:08
C03469,1,1,0,1,100.03,100.03,2016-09-10 21:52:05,2016-09-10 21:52:05
C03470,99,99,0,2,35.58656565656566,153.7,2016-07-05 15:49:22,2016-12-30 08:22:17
C03471,1,0,1,1,82.96,82.96,2016-12-23 19:36:16,2016-12-23 19:36:16
C03472,1,1,0,1,99.93,99.93,2016-07-21 00:12:35,2016-07-21 00:12:35
C03473,3,0,3,1,57.95333333333334,58.0,2016-07-05 01:19:44,2016-11-19 23:45:00
C03474,303,155,148,23,186.71128712871285,2269.04,2016-07-02 03:58:28,2016-12-29 20:49:09
C03475,8,6,2,3,168.75375,645.0,2016-08-24 17:03:49,2016-10-24 15:12:48
C03476,1,0,1,1,1064.15,1064.15,2016-08-30 17:54:22,2016-08-30 17:54:22
C03477,57,5,52,6,104.90771929824561,499.91,2016-07-05 13:09:28,2016-12-28 14:02:17
C03478,35,0,35,1,83.56371428571428,209.93,2016-07-10 17:02:57,2016-12-28 01:47:26
C03479,17,17,0,9,188.23176470588237,700.04,2016-07-08 16:20:18,2016-11-28 04:40:44
C03480,1,1,0,1,49.98,49.98,2016-10-11 22:40:30,2016-10-11 22:40:30
C03481,1,1,0,1,200.09,200.09,2016-09-19 21:57:59,2016-09-19 21:57:59
C03482,2,0,2,1,293.83,479.25,2016-09-07 14:28:05,2016-10-02 03:24:55
C03483,2,2,0,1,50.004999999999995,50.07,2016-07-19 13:36:50,2016-07-19 13:43:39
C03484,2,2,0,2,125.065,200.04,2016-07-09 17:32:33,2016-11-23 19:04:45
C03485,8,2,6,2,124.51625000000001,264.97,2016-07-23 17:19:46,2016-12-28 14:15:18
C03486,19,0,19,2,108.74789473684211,311.96,2016-07-04 01:28:50,2016-12-31 17:10:01
C03487,70,0,70,5,126.79699999999998,1986.58,2016-07-05 16:55:04,2016-12-23 11:43:05
C03488,108,108,0,2,49.20435185185185,302.2,2016-07-02 16:42:21,2016-12-29 01:01:58
C03489,2,2,0,2,87.51,124.95,2016-07-26 16:07:28,2016-11-09 17:42:15
C03490,17,17,0,6,63.832352941176474,224.93,2016-07-16 18:20:05,2016-12-30 15:20:40
C03491,1,1,0,1,99.98,99.98,2016-08-05 20:10:43,2016-08-05 20:10:43
C03492,4,0,4,1,73.025,116.98,2016-08-30 15:59:23,2016-12-29 00:23:27
C03493,20,1,19,1,84.6725,311.99,2016-07-13 01:52:54,2016-12-24 20:50:43
C03494,16,15,1,6,267.01875,635.34,2016-07-19 14:56:12,2016-11-25 16:01:42
C03495,1,1,0,1,199.98,199.98,2016-07-30 01:42:55,2016-07-30 01:42:55
C03496,7,0,7,1,100.71285714285715,225.98,2016-08-09 03:55:58,2016-12-27 18:51:54
C03497,1,0,1,1,92.01,92.01,2016-12-01 15:15:44,2016-12-01 15:15:44
C03498,20,6,14,1,144.927,425.07,2016-07-06 16:45:44,2016-12-26 17:32:37
C03499,5,1,4,1,61.779999999999994,81.99,2016-07-16 19:12:34,2016-08-19 19:54:55
C03500,4,0,4,1,1557.6625,1561.56,2016-08-02 21:19:21,2016-09-14 19:55:32
C03501,2,1,1,1,87.50999999999999,99.97,2016-07-20 05:23:54,2016-07-23 02:51:44
C03502,1,0,1,1,311.99,311.99,2016-07-18 20:36:56,2016-07-18 20:36:56
C03503,1,1,0,0,15.08,15.08,2016-12-16 19:46:57,2016-12-16 19:46:57
C03504,5,5,0,4,144.994,350.07,2016-07-03 18:12:12,2016-09-03 20:56:46
C03505,60,0,60,2,74.56616666666667,331.07,2016-07-04 18:55:28,2016-12-28 15:43:11
C03506,23,0,23,1,93.20826086956522,226.06,2016-07-04 21:30:17,2016-12-19 17:59:48
C03507,2,0,2,1,197.98000000000002,254.94,2016-10-01 16:47:21,2016-10-08 21:28:56
C03508,1,1,0,1,150.09,150.09,2016-07-05 00:19:13,2016-07-05 00:19:13
C03509,2,1,1,1,218.445,311.88,2016-11-17 01:07:39,2016-12-23 21:49:53
C03510,1,1,0,1,75.09,75.09,2016-07-08 15:45:26,2016-07-08 15:45:26
C03511,33,1,32,2,78.27696969696969,317.44,2016-07-03 15:54:11,2016-12-29 22:18:32
C03512,1,1,0,1,125.07,125.07,2016-07-23 03:14:53,2016-07-23 03:14:53
C03513,11,6,5,6,119.90636363636364,250.09,2016-07-07 14:34:42,2016-12-31 19:57:11
C03514,6,0,6,1,39.34166666666667,58.97,2016-08-01 00:07:42,2016-11-13 23:12:39
C03515,1,1,0,0,24.71,24.71,2016-09-29 19:34:09,2016-09-29 19:34:09
C03516,10,3,7,9,148.761,428.36,2016-07-10 18:03:12,2016-12-20 00:11:05
C03517,103,31,72,17,200.50514563106796,2070.89,2016-07-07 17:12:32,2016-12-31 15:50:49
C03518,7,1,6,3,114.07714285714285,425.02,2016-07-13 13:19:42,2016-10-07 21:31:43
C03519,25,0,25,1,203.76080000000002,2379.63,2016-07-08 16:47:41,2016-12-05 16:47:18
C03520,1,0,1,0,108.93,108.93,2016-08-05 04:14:06,2016-08-05 04:14:06
C03521,2,2,0,2,125.00999999999999,199.95,2016-07-23 21:41:44,2016-07-25 13:47:39
C03522,2,2,0,1,400.005,400.05,2016-10-21 20:38:39,2016-10-22 18:58:14
C03523,7,0,7,1,51.13714285714286,56.45,2016-07-07 22:55:24,2016-10-07 16:40:58
C03524,16,16,0,1,41.97875,71.89,2016-08-04 15:42:22,2016-12-29 09:55:16
C03525,2,0,2,1,240.53,254.97,2016-08-15 18:07:24,2016-09-08 22:17:08
C03526,1,1,0,0,73.67,73.67,2016-12-11 22:29:45,2016-12-11 22:29:45
C03527,33,33,0,2,49.263333333333335,310.58,2016-07-13 18:34:50,2016-12-10 04:25:57
C03528,23,11,12,9,133.35,1351.88,2016-07-22 19:32:57,2016-11-07 18:42:31
C03529,2,2,0,0,27.465,35.1,2016-10-22 13:55:18,2016-11-08 15:31:52
C03530,1,1,0,0,22.78,22.78,2016-12-25 02:26:56,2016-12-25 02:26:56
C03531,56,5,51,4,70.59214285714286,186.05,2016-07-06 15:31:20,2016-12-11 15:30:27
C03532,202,14,188,2,93.56955445544554,1120.06,2016-07-02 20:45:33,2016-12-29 00:38:41
C03533,177,7,170,5,109.1312429378531,589.06,2016-07-07 23:55:15,2016-12-31 20:56:27
C03534,3,1,2,1,231.01,350.06,2016-07-29 15:53:45,2016-10-25 22:19:56
C03535,4,3,1,1,35.765,68.04,2016-07-28 13:36:54,2016-11-12 16:06:46
C03536,4,0,4,2,2016.4625,2957.69,2016-07-16 17:02:21,2016-09-28 18:28:03
C03537,1,1,0,0,29.75,29.75,2016-09-28 01:03:33,2016-09-28 01:03:33
C03538,19,9,10,2,200.83578947368423,624.07,2016-07-09 19:23:42,2016-12-19 02:17:16
C03539,69,47,22,22,151.73782608695652,884.08,2016-07-03 13:02:39,2016-12-30 10:48:15
C03540,24,1,23,2,89.90875,225.98,2016-08-15 21:10:24,2016-12-30 03:37:15
C03541,5,0,5,1,111.15,129.97,2016-07-25 18:16:54,2016-10-28 22:41:39
C03542,17,3,14,2,286.2894117647059,670.02,2016-07-13 14:58:33,2016-10-27 04:10:04
C03543,1,1,0,0,14.79,14.79,2016-08-19 01:46:01,2016-08-19 01:46:01
C03544,5,0,5,1,122.196,170.99,2016-10-10 05:46:07,2016-12-21 20:54:13
C03545,4,4,0,4,262.515,299.91,2016-07-21 14:26:03,2016-10-03 20:45:08
C03546,1,1,0,1,100.05,100.05,2016-07-23 18:38:18,2016-07-23 18:38:18
C03547,4,4,0,0,38.595,68.79,2016-09-08 21:11:40,2016-11-14 19:54:16
C03548,7,0,7,2,78.63857142857144,103.01,2016-09-17 15:37:35,2016-12-31 13:47:40
C03549,133,46,87,1,100.78368421052632,1099.08,2016-07-03 01:06:11,2016-12-30 16:29:48
C03550,117,3,114,14,121.27017094017094,1280.0,2016-07-04 14:46:48,2016-12-31 13:45:17
C03551,30,5,25,2,112.69699999999999,335.05,2016-07-04 01:18:58,2016-12-25 23:16:47
C03552,6,6,0,4,266.67833333333334,350.04,2016-07-19 02:29:37,2016-12-11 18:30:27
C03553,4,0,4,1,311.4925,411.96,2016-09-30 22:34:49,2016-12-02 14:09:23
C03554,2,0,2,2,236.73000000000002,439.42,2016-07-26 22:20:48,2016-08-15 22:44:31
C03555,2,2,0,0,62.85,86.25,2016-07-24 23:59:18,2016-10-13 04:27:10
C03556,87,4,83,3,91.82333333333334,489.99,2016-07-02 04:21:44,2016-11-02 02:25:14
C03557,3,3,0,1,58.300000000000004,100.04,2016-07-11 03:12:26,2016-07-24 16:34:34
C03558,84,13,71,5,271.3434523809524,2079.95,2016-07-03 22:30:16,2016-12-22 20:28:09
C03559,3,0,3,1,124.15333333333332,254.59,2016-12-05 00:42:32,2016-12-31 15:56:46
C03560,43,2,41,1,95.16162790697673,389.95,2016-07-13 11:34:54,2016-12-30 16:41:25
C03561,79,27,52,23,176.72443037974682,2877.38,2016-07-05 19:34:02,2016-12-27 12:40:58
C03562,1,1,0,1,24.92,24.92,2016-07-18 01:27:12,2016-07-18 01:27:12
C03563,2,0,2,2,253.005,334.92,2016-08-05 00:37:43,2016-08-10 07:14:57
C03564,6,0,6,3,247.32000000000002,335.07,2016-10-03 17:04:35,2016-11-25 21:25:49
C03565,3,3,0,3,133.34666666666666,200.03,2016-07-18 16:57:29,2016-09-04 20:09:36
C03566,7,2,5,3,164.21285714285713,210.01,2016-07-22 16:27:06,2016-12-30 15:10:00
C03567,19,0,19,1,71.30315789473684,146.01,2016-07-22 23:23:56,2016-12-10 18:00:39
C03568,1,0,1,1,59.53,59.53,2016-10-13 00:52:35,2016-10-13 00:52:35
C03569,1,1,0,0,13.56,13.56,2016-07-12 23:46:38,2016-07-12 23:46:38
C03570,1,1,0,1,299.99,299.99,2016-07-13 02:23:49,2016-07-13 02:23:49
C03571,12,12,0,7,156.28,300.09,2016-07-08 01:16:16,2016-12-22 12:51:59
C03572,1,1,0,1,249.96,249.96,2016-11-04 20:52:10,2016-11-04 20:52:10
C03573,3,3,0,0,17.88,26.57,2016-08-26 01:45:29,2016-12-29 03:04:54
C03574,1,0,1,1,225.94,225.94,2016-09-30 22:24:49,2016-09-30 22:24:49
C03575,1998,86,1912,16,122.7628028028028,2782.92,2016-07-02 00:19:39,2016-12-30 23:26:54
C03576,32,4,28,1,88.54718749999999,334.97,2016-07-13 13:55:16,2016-12-24 03:44:28
C03577,1,1,0,0,268.18,268.18,2016-09-27 17:30:50,2016-09-27 17:30:50
C03578,5,5,0,0,66.00800000000001,149.08,2016-07-21 01:37:54,2016-08-07 01:05:55
C03579,1,0,1,1,100.09,100.09,2016-07-05 18:44:23,2016-07-05 18:44:23
C03580,15,0,15,1,209.19733333333335,1331.02,2016-07-06 02:21:07,2016-12-29 23:19:16
C03581,1,0,1,1,117.05,117.05,2016-12-12 14:22:46,2016-12-12 14:22:46
C03582,1,1,0,1,50.02,50.02,2016-12-12 21:04:45,2016-12-12 21:04:45
C03583,2,1,1,1,90.025,125.08,2016-08-07 23:21:17,2016-09-10 22:09:45
C03584,1,0,1,1,225.91,225.91,2016-12-28 21:14:18,2016-12-28 21:14:18
C03585,1,0,1,1,159.88,159.88,2016-07-23 02:25:36,2016-07-23 02:25:36
C03586,9,0,9,1,320.5622222222222,2454.95,2016-07-29 18:38:09,2016-12-25 19:37:01
C03587,2,2,0,2,112.545,200.03,2016-07-17 15:00:26,2016-07-28 01:48:08
C03588,1,1,0,0,63.44,63.44,2016-07-24 22:33:48,2016-07-24 22:33:48
C03589,39,2,37,3,69.08179487179487,199.97,2016-07-06 18:57:55,2016-12-27 14:09:14
C03590,1,0,1,1,213.15,213.15,2016-08-19 21:58:04,2016-08-19 21:58:04
C03591,1,0,1,1,57.88,57.88,2016-11-05 12:39:12,2016-11-05 12:39:12
C03592,4,4,0,1,113.01249999999999,165.13,2016-07-21 19:45:01,2016-12-29 13:28:12
C03593,12,12,0,11,119.9825,250.04,2016-07-08 05:18:08,2016-12-15 04:01:23
C03594,29,1,28,2,76.43689655172415,212.96,2016-07-06 09:58:46,2016-12-25 21:21:07
C03595,90,4,86,2,121.65433333333333,512.0,2016-07-06 10:13:30,2016-12-31 21:26:26
C03596,9,9,0,4,167.85333333333332,300.03,2016-07-19 22:42:26,2016-11-18 21:48:40
C03597,1,0,1,1,107.91,107.91,2016-08-31 18:15:36,2016-08-31 18:15:36
C03598,783,146,637,21,150.88745849297575,6450.9,2016-07-06 01:55:10,2016-12-31 22:15:32
C03599,2,1,1,2,124.97,150.03,2016-09-08 15:15:23,2016-09-23 23:23:28
C03600,3,0,3,1,101.62666666666667,170.95,2016-07-19 21:27:33,2016-12-14 16:19:23
C03601,1,0,1,1,115.01,115.01,2016-07-04 13:44:59,2016-07-04 13:44:59
C03602,2,2,0,1,99.975,100.02,2016-07-24 12:12:07,2016-07-24 13:09:17
C03603,15,2,13,1,111.34466666666667,249.95,2016-07-17 09:20:29,2016-12-27 12:46:54
C03604,1,0,1,1,57.93,57.93,2016-09-23 01:47:49,2016-09-23 01:47:49
C03605,3,0,3,2,45.03,58.99,2016-07-08 01:36:32,2016-12-23 02:57:34
C03606,2,1,1,1,129.5,200.02,2016-10-25 18:39:12,2016-11-19 01:17:52
C03607,10,10,0,0,48.037,80.91,2016-07-19 16:53:39,2016-12-08 01:45:18
C03608,187,3,184,3,115.04631016042781,1104.03,2016-07-03 14:14:06,2016-12-28 20:40:56
C03609,9,9,0,0,36.42666666666666,39.23,2016-09-26 16:15:35,2016-09-26 17:45:48
C03610,2,2,0,1,99.99,99.99,2016-07-15 14:03:19,2016-07-15 14:21:51
C03611,132,5,127,8,162.38075757575757,1565.04,2016-07-06 09:58:08,2016-12-29 14:20:17
C03612,5,4,1,1,127.02799999999999,335.09,2016-07-10 20:26:35,2016-11-06 21:43:41
C03613,2,2,0,2,92.52,124.96,2016-09-05 15:25:33,2016-09-15 03:30:24
C03614,1,1,0,1,149.97,149.97,2016-07-30 04:22:04,2016-07-30 04:22:04
C03615,4,1,3,2,167.275,280.04,2016-07-23 17:41:08,2016-11-18 17:08:41
C03616,3,3,0,0,52.99666666666667,67.12,2016-08-31 00:41:30,2016-10-28 23:51:35
C03617,1,1,0,1,200.08,200.08,2016-10-03 17:45:35,2016-10-03 17:45:35
C03618,1,1,0,1,124.94,124.94,2016-07-26 03:23:32,2016-07-26 03:23:32
C03619,1,1,0,1,299.95,299.95,2016-08-24 23:20:05,2016-08-24 23:20:05
C03620,67,0,67,1,91.83059701492537,1114.98,2016-07-05 20:11:24,2016-12-31 21:02:27
C03621,7,1,6,1,86.07285714285715,159.01,2016-07-25 18:36:52,2016-11-03 15:43:20
C03622,31,0,31,1,537.1690322580646,1067.09,2016-07-02 00:24:04,2016-12-26 20:04:08
C03623,1,1,0,1,249.91,249.91,2016-07-28 22:31:43,2016-07-28 22:31:43
C03624,1,1,0,1,100.02,100.02,2016-10-23 19:46:17,2016-10-23 19:46:17
C03625,5,0,5,1,245.4,334.91,2016-07-21 15:10:05,2016-12-05 17:38:08
C03626,13,2,11,1,101.58307692307692,207.89,2016-07-16 14:25:09,2016-11-17 14:22:07
C03627,8,6,2,1,55.9825,165.98,2016-10-04 03:59:14,2016-12-25 15:30:46
C03628,3,0,3,2,51.300000000000004,62.99,2016-08-07 18:03:10,2016-10-08 03:10:38
C03629,1,1,0,0,139.29,139.29,2016-12-17 02:40:25,2016-12-17 02:40:25
C03630,6,6,0,5,183.31333333333336,300.08,2016-07-21 19:58:06,2016-11-13 20:28:22
C03631,4,3,1,1,30.692500000000003,57.92,2016-09-15 16:44:45,2016-12-06 22:47:58
C03632,4,4,0,3,150.0,250.09,2016-07-22 17:42:39,2016-12-02 16:36:45
C03633,127,5,122,2,72.42141732283464,489.91,2016-07-03 14:27:26,2016-12-27 17:22:41
C03634,49,11,38,4,207.10836734693876,3069.17,2016-07-06 06:34:07,2016-12-29 23:35:57
C03635,1,1,0,1,100.08,100.08,2016-07-20 23:04:04,2016-07-20 23:04:04
C03636,7,1,6,2,237.12714285714284,554.01,2016-07-10 17:40:30,2016-12-26 14:07:43
C03637,11,2,9,1,221.80999999999997,610.39,2016-07-10 21:47:10,2016-12-25 13:22:51
C03638,2,1,1,1,91.475,99.99,2016-07-11 12:59:48,2016-07-18 22:23:54
C03639,84,3,81,2,125.585,834.07,2016-07-06 17:25:08,2016-12-28 19:34:10
C03640,12,0,12,1,99.39,236.95,2016-07-05 13:34:50,2016-12-16 04:40:28
C03641,1,1,0,1,200.04,200.04,2016-12-03 06:04:57,2016-12-03 06:04:57
C03642,1,1,0,1,149.94,149.94,2016-07-17 23:01:31,2016-07-17 23:01:31
C03643,11,0,11,1,198.91909090909093,335.05,2016-07-20 17:32:42,2016-10-21 23:08:59
C03644,3,1,2,1,139.32,225.92,2016-07-29 01:29:48,2016-10-28 01:54:19
C03645,41,5,36,15,111.82975609756099,644.97,2016-07-07 00:27:16,2016-12-27 12:32:14
C03646,7,0,7,4,233.7214285714286,554.01,2016-08-09 22:12:18,2016-10-23 22:55:00
C03647,4,4,0,3,356.2575,500.05,2016-07-30 17:38:55,2016-12-20 22:24:40
C03648,13,12,1,7,204.6207692307692,1000.04,2016-07-04 15:31:02,2016-12-28 00:36:50
C03649,18,3,15,5,80.84944444444444,330.92,2016-07-02 04:02:27,2016-12-25 20:14:40
C03650,42,17,25,15,197.36047619047616,1415.95,2016-07-15 15:24:43,2016-12-31 21:29:37
C03651,91,8,83,3,121.63428571428571,1863.84,2016-07-02 18:18:38,2016-12-29 16:42:06
C03652,1,1,0,1,200.0,200.0,2016-07-23 15:49:29,2016-07-23 15:49:29
C03653,1,1,0,1,150.07,150.07,2016-09-05 18:43:52,2016-09-05 18:43:52
C03654,1,0,1,1,25.92,25.92,2016-09-13 22:28:56,2016-09-13 22:28:56
C03655,1,1,0,1,99.97,99.97,2016-07-22 17:27:13,2016-07-22 17:27:13
C03656,497,20,477,13,179.79867203219317,3052.36,2016-07-03 16:44:45,2016-12-31 15:56:33
C03657,46,11,35,4,166.71195652173913,774.03,2016-07-06 22:39:03,2016-12-30 21:14:19
C03658,40,5,35,2,230.987,883.92,2016-07-17 11:58:08,2016-12-29 15:50:30
C03659,6,6,0,1,58.303333333333335,74.99,2016-07-26 02:14:11,2016-07-26 02:53:53
C03660,13,0,13,1,115.76461538461538,334.97,2016-07-14 19:34:37,2016-11-21 00:48:50
C03661,4,0,4,2,444.765,1104.07,2016-07-10 02:05:46,2016-11-25 19:53:36
C03662,9,9,0,0,52.42111111111112,99.2,2016-08-06 09:37:37,2016-09-29 20:30:56
C03663,6,0,6,1,154.115,391.9,2016-07-16 02:34:01,2016-11-25 16:22:19
C03664,3,3,0,2,91.68666666666667,100.05,2016-09-02 15:04:06,2016-09-18 13:05:31
C03665,1,0,1,1,107.95,107.95,2016-07-27 21:16:10,2016-07-27 21:16:10
C03666,8,0,8,1,60.786249999999995,106.57,2016-07-04 20:47:14,2016-12-09 15:47:43
C03667,2,1,1,2,124.50999999999999,199.98,2016-07-02 16:56:48,2016-09-02 16:41:59
C03668,15,15,0,10,218.314,500.01,2016-07-11 18:31:36,2016-12-26 16:26:00
C03669,9,0,9,1,101.39111111111112,225.93,2016-07-03 07:45:55,2016-12-25 21:02:46
C03670,8,0,8,1,782.16375,793.48,2016-07-02 19:14:25,2016-10-31 18:57:28
C03671,3,0,3,1,308.68666666666667,554.03,2016-07-17 14:50:33,2016-11-16 20:00:00
C03672,16,0,16,1,49.71125,170.93,2016-07-27 06:26:41,2016-12-29 15:23:33
C03673,3,3,0,1,93.37333333333333,100.09,2016-07-13 21:00:10,2016-08-14 23:06:13
C03674,1,0,1,1,28.97,28.97,2016-10-16 01:56:15,2016-10-16 01:56:15
C03675,24,7,17,2,118.28125,694.29,2016-07-08 18:12:01,2016-12-26 16:54:08
C03676,509,5,504,41,114.90471512770138,2205.93,2016-07-06 07:48:11,2016-12-31 12:40:11
C03677,1,0,1,1,212.92,212.92,2016-08-30 00:46:46,2016-08-30 00:46:46
C03678,14,1,13,1,199.17428571428573,944.99,2016-07-26 22:04:51,2016-12-22 16:15:44
C03679,2,1,1,1,39.75,49.92,2016-07-21 02:35:49,2016-09-15 10:43:10
C03680,2,2,0,1,99.995,100.02,2016-07-19 17:02:23,2016-07-19 17:17:51
C03681,2,2,0,2,124.97999999999999,149.98,2016-07-24 01:24:49,2016-09-02 16:24:34
C03682,14,0,14,1,116.74214285714287,526.99,2016-07-18 20:10:25,2016-12-19 15:39:15
C03683,1,0,1,1,108.02,108.02,2016-07-30 23:43:50,2016-07-30 23:43:50
C03684,5,5,0,4,144.986,249.95,2016-09-15 22:14:12,2016-11-07 17:27:05
C03685,122,17,105,9,122.1382786885246,2763.89,2016-07-04 14:25:03,2016-12-28 20:34:44
C03686,25,5,20,3,176.074,1614.87,2016-07-10 14:46:23,2016-12-19 04:26:19
C03687,1,0,1,1,49.01,49.01,2016-07-27 15:52:56,2016-07-27 15:52:56
C03688,64,8,56,3,85.4265625,444.91,2016-07-06 20:50:29,2016-12-31 15:15:33
C03689,1,1,0,1,199.97,199.97,2016-12-28 17:53:19,2016-12-28 17:53:19
C03690,7,0,7,1,48.24571428571429,108.54,2016-10-04 23:55:23,2016-12-29 14:38:36
C03691,4,2,2,1,43.5275,59.09,2016-08-07 21:37:26,2016-11-08 17:06:04
C03692,5,0,5,1,152.382,319.98,2016-10-09 19:55:31,2016-12-30 23:52:23
C03693,14,2,12,1,194.40071428571426,554.0,2016-07-06 21:23:32,2016-11-17 19:41:58
C03694,11,11,0,0,69.86090909090909,170.32,2016-07-07 03:56:59,2016-10-30 17:12:15
C03695,8,4,4,5,335.19874999999996,970.03,2016-07-08 15:58:52,2016-12-19 16:01:13
C03696,156,7,149,7,130.9325,2161.09,2016-07-02 22:19:15,2016-12-24 14:27:17
C03697,6,6,0,4,70.82333333333334,99.92,2016-07-14 23:12:03,2016-12-30 00:22:50
C03698,11,1,10,1,196.0609090909091,599.94,2016-07-11 14:59:30,2016-12-23 02:48:01
C03699,7,5,2,6,561.0,1650.95,2016-07-04 13:51:11,2016-09-08 14:02:17
C03700,3,0,3,1,49.97,58.0,2016-08-29 21:04:05,2016-12-23 11:49:20
C03701,47,3,44,2,208.85574468085105,1354.45,2016-07-05 19:42:33,2016-12-26 15:18:57
C03702,18,14,4,1,49.51611111111111,161.04,2016-07-20 07:45:07,2016-12-16 15:46:18
C03703,6,1,5,2,135.45166666666668,169.88,2016-07-28 06:00:03,2016-12-19 04:02:09
C03704,1,0,1,1,290.78,290.78,2016-07-14 23:42:48,2016-07-14 23:42:48
C03705,3,0,3,1,63.693333333333335,89.09,2016-08-06 18:32:36,2016-12-02 19:41:45
C03706,14,0,14,1,59.00214285714286,92.04,2016-07-04 15:44:31,2016-12-27 01:20:46
C03707,14,14,0,0,49.637142857142855,149.78,2016-07-25 18:21:14,2016-12-25 15:59:07
C03708,275,47,228,37,281.4661818181818,2594.91,2016-07-04 04:33:52,2016-12-30 16:38:18
C03709,2,0,2,1,48.540000000000006,49.06,2016-07-08 13:33:48,2016-11-14 01:51:07
C03710,1,1,0,1,125.04,125.04,2016-10-07 14:16:02,2016-10-07 14:16:02
C03711,433,5,428,38,82.11353348729793,1364.87,2016-07-04 00:26:30,2016-12-31 19:26:19
C03712,2,2,0,1,99.95,99.95,2016-07-07 17:42:33,2016-08-25 14:08:43
C03713,1,1,0,1,100.09,100.09,2016-08-04 13:52:40,2016-08-04 13:52:40
C03714,254,64,190,3,100.10814960629922,2121.02,2016-07-02 14:58:23,2016-12-30 12:33:21
C03715,51,1,50,1,129.2786274509804,2374.92,2016-07-05 19:37:31,2016-12-31 17:10:15
C03716,1,1,0,1,40.09,40.09,2016-07-19 15:24:49,2016-07-19 15:24:49
C03717,1,0,1,1,116.95,116.95,2016-08-23 15:57:54,2016-08-23 15:57:54
C03718,13,2,11,5,256.8553846153846,632.96,2016-07-16 15:25:39,2016-12-14 15:41:25
C03719,12,0,12,1,129.405,210.03,2016-07-06 01:12:20,2016-12-27 03:04:07
C03720,4,0,4,1,52.45,67.94,2016-07-18 14:36:43,2016-12-02 16:49:53
C03721,1,0,1,1,445.05,445.05,2016-12-30 16:16:34,2016-12-30 16:16:34
C03722,44,1,43,1,240.34386363636366,3346.52,2016-07-02 18:18:53,2016-12-27 19:38:59
