device_profile_id,device_type,device_info,os,browser,screen,txn_count,customer_count,card_count,specificity
DP-0fa62250a1f4b2ad,mobile,GT-I9506,,chrome 66.0 for android,,3,1,1,1.0
DP-0fa7ce82c414891f,mobile,LG-D693n Build/LRX22G,,chrome 66.0 for android,,3,1,1,1.0
DP-0fad9aeee5eadfda,mobile,SM-G800F Build/MMB29K,,chrome 52.0 for android,,1,1,1,1.0
DP-0fb86f30145346ad,mobile,SAMSUNG SM-G532M Build/MMB29T,,samsung browser 4.2,,12,7,7,0.14285714285714285
DP-0fbcd1aac53c3004,mobile,LG-K500 Build/MMB29M,,chrome 66.0 for android,,7,4,4,0.25
DP-0fc3c4816d78ada8,desktop,MacOS,Mac OS X 10_12_2,safari generic,2880x1800,1,1,1,1.0
DP-0fcaf7195fe353e1,mobile,Hisense F102 Build/NRD90M,,chrome 65.0 for android,,1,1,1,1.0
DP-0fd01e537ef41b34,mobile,F5121 Build/34.4.A.2.19,,chrome 66.0 for android,,6,4,4,0.25
DP-0fd28f63da90873c,desktop,MacOS,Mac OS X 10_7_5,safari generic,1920x1080,10,7,7,0.14285714285714285
DP-0fd5f480b00217f0,desktop,Windows,Windows 8.1,chrome 62.0,2560x1440,2,2,2,0.5
DP-0fe1530db1082f39,mobile,M4 SS4453 Build/MMB29M,,chrome 57.0 for android,,1,1,1,1.0
DP-0fe4f20e1f9c2c63,mobile,Hisense F20 Build/MMB29M,,chrome 66.0 for android,,1,1,1,1.0
DP-0fedb0ae7d0180a8,mobile,BLADE V8 Build/NRD90M,,chrome 58.0 for android,,1,1,1,1.0
DP-0feddf69a14d947c,mobile,XT1032,,chrome 63.0 for android,,3,3,3,0.3333333333333333
DP-100872cc76cb86b7,desktop,Windows,Windows 10,edge 16.0,3841x2161,1,1,1,1.0
DP-10136ba7de21ca94,mobile,SM-J320H,,chrome 62.0 for android,,1,1,1,1.0
DP-101d9d81e7b5bde9,mobile,6037B,,chrome 66.0 for android,,1,1,1,1.0
DP-102571968b7aaab2,mobile,TA-1027 Build/OPR1.170623.026,,chrome 66.0 for android,,1,1,1,1.0
DP-1031379c8edddbfe,desktop,MacOS,Mac OS X 10_10_5,chrome 63.0,3440x1440,1,1,1,1.0
DP-1042c8a362bd4eb6,desktop,Windows,Windows 7,chrome 64.0,1920x1080,267,150,150,0.006666666666666667
DP-1044fa3eb06a05eb,desktop,,Linux,chrome generic,1280x800,1,1,1,1.0
DP-1049d109a9997934,mobile,M4 SS4456 Build/LMY47V,,chrome 62.0 for android,,5,4,4,0.25
DP-10568f8dd9ee740b,mobile,SM-G935T Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,3,2,2,0.5
DP-1059f6435120743d,mobile,MotoG3-TE Build/MPDS24.65-33-1-30,,chrome 63.0 for android,,3,2,2,0.5
DP-105b49a65f0382bf,desktop,MacOS,Mac,chrome 62.0,3360x2100,2,1,1,1.0
DP-1061519ca00dc46a,mobile,LG-X230 Build/MRA58K,,chrome 59.0 for android,,1,1,1,1.0
DP-1071c5cb216b739e,mobile,BLU ENERGY X PLUS Build/LRX21M,,chrome 66.0 for android,,1,1,1,1.0
DP-107f2179128b30e7,mobile,HTC Desire 510 Build/KOT49H,,chrome 62.0 for android,,2,2,2,0.5
DP-1084969b4879a6f2,mobile,Redmi 4A Build/MMB29M,,chrome 65.0 for android,,1,1,1,1.0
DP-1085c2ee5658db0d,mobile,SM-T330NU Build/LMY47X,Android 5.1.1,chrome 61.0 for android,,1,1,1,1.0
DP-108a6bcad638494a,mobile,SM-P550 Build/MMB29M,,chrome 63.0 for android,,2,2,2,0.5
DP-10951d8253c7c9fd,desktop,MacOS,Mac OS X 10_9_5,chrome 64.0,1440x900,3,3,3,0.3333333333333333
DP-10b80ad3a824d8e2,mobile,SM-J120H Build/LMY47V,,chrome 64.0 for android,,6,4,4,0.25
DP-10bdd2793e6df518,mobile,TA-1028 Build/NMF26O,,chrome generic for android,,1,1,1,1.0
DP-10c550a7cd22f79d,mobile,SM-G730W8 Build/KOT49H,,chrome 66.0 for android,,2,1,1,1.0
DP-10c5890086b03775,desktop,MacOS,Mac OS X 10_12_3,chrome 63.0,1366x768,1,1,1,1.0
DP-10c7b27d938d3714,mobile,rv:58.0,Android 7.0,Generic/Android 7.0,,1,1,1,1.0
DP-10ca6e600ae10fe8,mobile,LG-H918 Build/NRD90M,Android 7.0,chrome 65.0 for android,,1,1,1,1.0
DP-10d5a45323d8571d,desktop,Trident/7.0,,ie 11.0 for tablet,,104,46,46,0.021739130434782608
DP-10dda3b21cac9137,desktop,Windows,Windows 10,chrome 66.0,2880x1800,2,1,1,1.0
DP-10e468f2ef275d3f,desktop,Windows,Windows 8.1,chrome 58.0,2880x1620,1,1,1,1.0
DP-10e4c598f608198d,desktop,Windows,Windows 10,ie 11.0 for desktop,1366x768,1,1,1,1.0
DP-10ea3290219d2b41,mobile,iOS Device,iOS 11.3.1,google search application 49.0,2436x1125,4,3,3,0.3333333333333333
DP-10ec1e22a0ab82db,mobile,iOS Device,iOS 11.3.0,chrome 66.0 for ios,1334x750,2,1,1,1.0
DP-10f2a922f8dba0a8,mobile,Ilium X520 Build/NRD90M,,chrome 62.0 for android,,2,2,2,0.5
DP-10fa0bb8b9f5c303,mobile,SM-G900M Build/LRX21T,,chrome 61.0 for android,,3,2,2,0.5
DP-10fbc7f4a4f4fa9b,mobile,LG-H500 Build/LRX21Y,,chrome 63.0 for android,,6,5,5,0.2
DP-1102cd477261ec4f,mobile,LG-K430 Build/MRA58K,,chrome 64.0 for android,,7,4,4,0.25
DP-1108acb7ea5870f1,mobile,TA-1025 Build/OPR1.170623.026,Android 8.1.0,chrome 66.0 for android,1920x1080,1,1,1,1.0
DP-110e26839d107f59,mobile,iOS Device,iOS 11.2.2,mobile safari generic,2048x1536,61,35,35,0.02857142857142857
DP-1113038b2b61709b,mobile,Moto G (4) Build/NPJ25.93-14,,chrome generic,,5,5,5,0.2
DP-111452aaa798b3b2,desktop,Windows,Windows 7,chrome 57.0,1920x1200,2,2,2,0.5
DP-111598663133611d,mobile,5011A Build/NRD90M,,chrome 56.0 for android,,3,3,3,0.3333333333333333
DP-111e0a5ae898e67e,desktop,,Linux,chrome 64.0,2560x1440,8,4,4,0.25
DP-112e714a60d57764,mobile,SM-G950F Build/NRD90M,,chrome 66.0 for android,,14,7,7,0.14285714285714285
DP-113374a7bfd3debf,desktop,Windows,Windows 10,edge 15.0,1400x1050,1,1,1,1.0
DP-113df78eb956cf90,mobile,KFFOWI Build/LVY48F,Android 5.1.1,chrome generic,1024x600,63,18,18,0.05555555555555555
DP-11402fc0fdaefbe9,mobile,LGLS751,Android 5.1.1,chrome 60.0 for android,1280x720,1,1,1,1.0
DP-114af52216d09d6c,mobile,M4 SS4453 Build/MMB29M,,chrome 65.0 for android,,9,5,5,0.2
DP-114c41477633b71e,mobile,LG-X210 Build/LMY47I,,chrome 60.0 for android,,1,1,1,1.0
DP-115a6f5bef7044fe,mobile,GT-I9060M Build/KTU84P,,chrome 65.0 for android,,13,10,10,0.1
DP-11619fa712de13cc,desktop,Windows,Windows 7,chrome 66.0,1024x768,11,8,8,0.125
DP-11641ba9cee57a4c,mobile,iOS Device,iOS 11.3.0,google search application 48.0,1136x640,1,1,1,1.0
DP-116e0fea067c8b66,mobile,SM-T700 Build/MMB29K,Android 6.0.1,chrome 52.0 for android,2560x1600,1,1,1,1.0
DP-117ac21828e05724,desktop,Windows,Windows 10,chrome 64.0,2560x1080,6,5,5,0.2
DP-117e0ec13c075458,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1600x900,353,183,183,0.00546448087431694
DP-1193117d5bfba381,mobile,iOS Device,iOS 11.0.1,mobile safari 11.0,2001x1125,8,4,4,0.25
DP-11937e2e29e71600,desktop,Windows,Windows 10,ie 11.0 for desktop,1360x768,1,1,1,1.0
DP-11a89f010407e3fe,mobile,SM-G386W,,chrome 64.0 for android,,1,1,1,1.0
DP-11acc7ffbca401b2,mobile,G3313 Build/43.0.A.5.79,,chrome 63.0 for android,,15,7,7,0.14285714285714285
DP-11adcbd8be5d8f2e,desktop,Windows,Windows 7,firefox 56.0,1280x800,1,1,1,1.0
DP-11b149b255819565,mobile,LGUS990,Android 4.4.2,chrome 63.0 for android,2560x1440,1,1,1,1.0
DP-11b68d8b281a057e,mobile,iOS Device,iOS 11.0.3,mobile safari generic,2224x1668,1,1,1,1.0
DP-11b81563a12ff99b,desktop,MacOS,Mac,chrome 65.0,2560x1600,3,2,2,0.5
DP-11c0119b9b5f5f0b,mobile,LG-D373 Build/KOT49I.V10a,,chrome 62.0 for android,,1,1,1,1.0
DP-11c46cc795693e7c,desktop,MacOS,Mac OS X 10_11_6,safari generic,2880x1800,88,67,67,0.014925373134328358
DP-11ce2af04bcc8ec5,mobile,O1,,android browser 4.0,,1,1,1,1.0
DP-11d9be4addb62bfc,desktop,MacOS,Mac OS X 10_11_6,chrome 64.0,4096x2304,3,1,1,1.0
DP-11e2f6f458f99ab2,desktop,,Linux,chrome 61.0,1366x768,11,11,11,0.09090909090909091
DP-11e72f6a3ec3cd2e,mobile,iOS Device,iOS 10.2.1,mobile safari 10.0,2001x1125,8,8,8,0.125
DP-11eb280fdce40be2,mobile,SM-G388F,,chrome 64.0 for android,,3,1,1,1.0
DP-11ec5c884b4e6a30,mobile,SM-T550,Android 5.0.2,chrome 53.0 for android,1024x768,1,1,1,1.0
DP-11eda5619fd30581,mobile,Energy X 2 Build/E050L,,chrome 50.0 for android,,1,1,1,1.0
DP-11f5af6ec6981057,mobile,Pixel Build/OPM2.171019.029,Android 8.1.0,chrome generic for android,1921x1081,1,1,1,1.0
DP-11f900b4f930274c,desktop,Windows,Windows 10,ie 11.0 for desktop,,8,8,8,0.125
DP-11fe35c394a23b3a,mobile,SAMSUNG-SM-T377A Build/MMB29K,,chrome 65.0 for android,,1,1,1,1.0
DP-121179479cfdd987,mobile,LG-H320 Build/LRX21Y,,chrome 66.0 for android,,3,3,3,0.3333333333333333
DP-121c0a94870b1dfc,mobile,Infinit,,chrome 63.0 for android,,1,1,1,1.0
DP-1226847c9cd66ef3,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1599x900,7,7,7,0.14285714285714285
DP-1232b57bffc263df,mobile,LG-H812,,chrome 65.0 for android,,1,1,1,1.0
DP-12356b47c7180ff9,desktop,MacOS,Mac OS X 10_12_3,chrome 63.0,5120x2880,6,2,2,0.5
DP-1236ae9ef87941ce,desktop,MacOS,Mac OS X 10_13_3,chrome 63.0,6016x3384,1,1,1,1.0
DP-123951c60982d5ef,mobile,SM-J327T1 Build/NRD90M,,chrome 65.0 for android,,5,3,3,0.3333333333333333
DP-1249289730578945,desktop,Linux x86_64,,firefox 57.0,,9,5,5,0.2
DP-124c9b1f8710c8dc,mobile,HUAWEI,,chrome 66.0 for android,,5,5,5,0.2
DP-12513b43a8e14b6f,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2224x1668,44,27,27,0.037037037037037035
DP-12644265ae125ba5,mobile,E2306 Build/26.1.A.3.111,,chrome 64.0 for android,,10,2,2,0.5
DP-1267839dd56ae09c,mobile,Moto G (5) Build/NPP25.137-93,,chrome 63.0 for android,,1,1,1,1.0
DP-126daaf06d5a4a19,mobile,SM-J320FN Build/LMY47V,,chrome 61.0 for android,,4,3,3,0.3333333333333333
DP-126daefcac96d5c0,mobile,Redmi 3S Build/MMB29M,,chrome 65.0 for android,,1,1,1,1.0
DP-128fb880104fb411,desktop,Windows,Windows 10,chrome 63.0,1280x800,27,21,21,0.047619047619047616
DP-1293ac64543882e8,mobile,LDN-LX3 Build/HUAWEILDN-LX3,,chrome 66.0 for android,,1,1,1,1.0
DP-12994780d7775842,mobile,iOS Device,iOS,mobile safari 9.0,2732x2048,2,2,2,0.5
DP-12a4d8eafdcb6371,mobile,E6810 Build/5.320VZ.03.r,Android 7.1.2,chrome 63.0 for android,1920x1080,2,2,2,0.5
DP-12a68be70c6df0a8,desktop,Windows,Windows 10,chrome 64.0,1440x900,23,16,16,0.0625
DP-12b6a9de0c766aa5,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1600x899,8,7,7,0.14285714285714285
DP-12b9d18a99962ca4,mobile,SM-J320VPP,Android 6.0.1,chrome 61.0 for android,1280x720,1,1,1,1.0
DP-12bbb7d2c0edf9a3,mobile,SAMSUNG SM-G960U Build/R16NW,,samsung browser 7.0,,1,1,1,1.0
DP-12be08256acaeb48,desktop,rv:50.0,Mac OS X 10.10,firefox,2560x1600,1,1,1,1.0
DP-12c0b9e6d3d33de9,mobile,8050G Build/LMY47I,,chrome 59.0 for android,,3,1,1,1.0
DP-12c3047510eade03,desktop,MacOS,Mac OS X 10_12_5,chrome 61.0,2560x1600,2,2,2,0.5
DP-12edfb85c5f3fe2a,desktop,Windows,Windows 7,chrome 60.0,1680x1050,11,6,6,0.16666666666666666
DP-12ee0ef54776bee6,mobile,KFSAWI,Android 5.1.1,chrome 65.0 for android,2560x1600,1,1,1,1.0
DP-12f8a1ad8f8ffe6c,mobile,LG-M250 Build/NRD90U,,chrome 62.0 for android,,3,3,3,0.3333333333333333
DP-1301339bb2d785e8,desktop,Windows,Windows Vista,firefox 52.0,1280x800,11,9,9,0.1111111111111111
DP-13074eef9f2ad095,mobile,BAC-L03 Build/HUAWEIBAC-L03,,chrome 65.0 for android,,11,7,7,0.14285714285714285
DP-130d1bef38a3c4e3,mobile,SM-J700M Build/LMY48B,,chrome generic,,10,7,7,0.14285714285714285
DP-13172081294a26c8,mobile,iOS Device,iOS 10.2.1,mobile safari uiwebview,2048x1536,1,1,1,1.0
DP-132f46f26caf4663,mobile,TA-1028 Build/NMF26O,,chrome 63.0 for android,,1,1,1,1.0
DP-1337f6281fd8d149,mobile,iOS Device,iOS 11.0.0,mobile safari 11.0,2224x1668,3,2,2,0.5
DP-133de5158ea71084,desktop,Windows,Windows 7,firefox generic,1920x1080,5,5,5,0.2
DP-133f34c5c90d340f,desktop,Windows,Windows 7,chrome 66.0,2560x1080,2,1,1,1.0
DP-133fe1abc40547ea,mobile,SM-J710F Build/NRD90M,,chrome 63.0 for android,,1,1,1,1.0
DP-13404010e5b1c35c,desktop,X78,,chrome generic,,1,1,1,1.0
DP-1340922c06661a1c,mobile,GT-S7582,,chrome 66.0 for android,,1,1,1,1.0
DP-134606701589c56f,mobile,SM-A300H Build/LRX22G,,chrome 64.0 for android,,20,12,12,0.08333333333333333
DP-1347d0f3d35d35c1,mobile,SM-N950F Build/R16NW,,chrome 66.0 for android,,1,1,1,1.0
DP-134801dda0395b5b,desktop,Windows,Windows 7,firefox 58.0,1440x900,6,6,6,0.16666666666666666
DP-1349a83adfca0d94,mobile,Wileyfox,,chrome 63.0 for android,,1,1,1,1.0
DP-1349ed7ccf0392b2,mobile,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome 65.0 for android,2560x1440,4,2,2,0.5
DP-135befedee194f0b,desktop,Windows,Windows 7,chrome 65.0,1360x768,3,2,2,0.5
DP-136c293e5203863f,desktop,rv:56.0,Mac OS X 10.11,firefox 56.0,1360x768,1,1,1,1.0
DP-13717df626d944c8,desktop,Windows,Windows 10,edge 16.0,1280x1023,2,2,2,0.5
DP-13869ba6257beccc,desktop,rv:57.0,Mac OS X 10.13,firefox 57.0,2048x1152,1,1,1,1.0
DP-1391867dc57b6623,desktop,Windows,Windows 10,chrome 63.0,1152x864,4,4,4,0.25
DP-13a03bb29c3da4d8,mobile,LG-M327 Build/NRD90U,Android 7.0,chrome 56.0 for android,1280x720,1,1,1,1.0
DP-13a4d4132afe4bcd,mobile,SM-A300M,,chrome 64.0 for android,,1,1,1,1.0
DP-13b29279b70e4c5f,desktop,SM-T560 Build/KTU84P,,chrome generic,,5,5,5,0.2
DP-13b98878b37afbdc,desktop,rv:56.0,Mac OS X 10.10,firefox 56.0,2880x1800,1,1,1,1.0
DP-13bea47aaa571311,desktop,MacOS,Mac OS X 10_11_6,chrome 64.0,1920x1200,2,2,2,0.5
DP-13bf6cd9cac79521,mobile,SM-G928F,,chrome 63.0 for android,,1,1,1,1.0
DP-13c6baa6e3e13e84,desktop,rv:55.0,Windows 7,firefox 55.0,1366x768,1,1,1,1.0
DP-13c9ee769c6ea03b,mobile,Ilium LT510 Build/MRA58K,,chrome 50.0 for android,,2,2,2,0.5
DP-13d32742fce6a7b7,mobile,moto x4 Build/NPW26.83-18-2-0-4,,chrome 58.0 for android,,6,1,1,1.0
DP-13d46118bf23034e,mobile,Trident/7.0,Windows 8.1,ie,1920x1080,1,1,1,1.0
DP-13e2285e68f08301,mobile,LG-K410 Build/LRX22G,,chrome 64.0 for android,,26,10,10,0.1
DP-13e34563a21197b8,mobile,XT1710-02 Build/NDSS26.118-23-15,Android 7.1.1,chrome 58.0 for android,1920x1080,1,1,1,1.0
DP-13ec452846d5e8c7,mobile,LGMP450 Build/NRD90U,Android 7.0,chrome 62.0 for android,,1,1,1,1.0
DP-13f053ba40bc8338,mobile,ALE-L21 Build/HuaweiALE-L21,,chrome generic for android,,2,2,2,0.5
DP-13f4c2170d07e592,mobile,SM-J320M Build/LMY47V,,chrome 66.0 for android,,14,6,6,0.16666666666666666
DP-13f79262880b36af,mobile,HUAWEI,,chrome 56.0 for android,,1,1,1,1.0
DP-13f9f3e9e02b4ee0,desktop,rv:58.0,Mac OS X 10.13,firefox generic,1440x900,1,1,1,1.0
DP-13fa39cb09cb9f86,desktop,rv:57.0,Mac OS X 10.9,firefox 57.0,,1,1,1,1.0
DP-140377a579e550f1,mobile,SAMSUNG SM-J700M Build/LMY48B,,chrome generic,,14,5,5,0.2
DP-14095b60dc58a705,mobile,Hisense T963 Build/MRA58K,,chrome 64.0 for android,,2,2,2,0.5
DP-141df6b52f12877e,mobile,SM-G955U Build/R16NW,Android 8.0.0,chrome generic for android,,5,1,1,1.0
DP-14326b946882bcba,mobile,Le X520 Build/IEXCNFN5902303111S,,chrome 63.0 for android,,6,3,3,0.3333333333333333
DP-144104b31368d1ff,mobile,rv:58.0,Android 7.1.1,Generic/Android,2220x1080,1,1,1,1.0
DP-1444af26fb6ca8b0,mobile,STV100-2 Build/MMB29M,Android 6.0.1,chrome 62.0 for android,2562x1442,1,1,1,1.0
DP-144694b4eb05933f,mobile,SAMSUNG SM-G950U Build/NRD90M,Android 7.0,samsung browser generic,2220x1080,4,3,3,0.3333333333333333
DP-14516fb5f443e2ae,desktop,MacOS,Mac OS X 10_12_2,safari generic,1440x900,11,6,6,0.16666666666666666
DP-145b0b2b4432c909,mobile,SM-A720F Build/MMB29K,,chrome 63.0 for android,,1,1,1,1.0
DP-1478105a927362cb,desktop,MacOS,Mac OS X 10_13_4,safari generic,5120x2880,12,10,10,0.1
DP-147b708f5a7b5222,mobile,LG-LG870,,chrome 64.0 for android,,1,1,1,1.0
DP-148987281e5d592d,desktop,Windows,Windows 10,chrome 64.0,1728x972,4,3,3,0.3333333333333333
DP-148e76850cb6e7cf,mobile,HTC One A9 Build/NRD90M,,other,,1,1,1,1.0
DP-149b41cfa83e2f62,mobile,DASH,,chrome 65.0 for android,,1,1,1,1.0
DP-149ce6832c7d1d63,mobile,SM-G960F Build/R16NW,,chrome 66.0 for android,,3,2,2,0.5
DP-14a61c3eb0e7d0a0,mobile,iOS Device,iOS 9.3.5,mobile safari 9.0,2208x1242,3,2,2,0.5
DP-14aa6298058b2a7a,mobile,5010G Build/MRA58K,,chrome,,7,2,2,0.5
DP-14c45de39265713f,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,2732x2048,46,36,36,0.027777777777777776
DP-14cda32c91d8854f,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2732x2048,60,45,45,0.022222222222222223
DP-14d3c2884cf162a4,desktop,SM-A500M Build/LRX22G,,chrome generic,,1,1,1,1.0
DP-14dde1dcccb38111,mobile,LGL83BL,Android 7.0,chrome 63.0 for android,1280x720,1,1,1,1.0
DP-14dfba6618b4cdc0,desktop,rv:57.0,Windows 8.1,firefox 57.0,1366x768,5,5,5,0.2
DP-14f4db55c1521c32,desktop,MacOS,Mac OS X 10_13_1,chrome 64.0,4096x2304,2,2,2,0.5
DP-14f79e8379a8af97,mobile,SM-G900I,,chrome 63.0 for android,,1,1,1,1.0
DP-14f7c73cd326c5d3,mobile,LG-M320 Build/NRD90U,,chrome generic for android,,5,4,4,0.25
DP-14f93806cf2bb9de,desktop,Windows,Windows 10,chrome 59.0,1280x1024,1,1,1,1.0
DP-14fa3eb2b6672c9d,desktop,MacOS,Mac OS X 10_13_4,safari generic,1920x1080,47,24,24,0.041666666666666664
DP-14fab597da951e2a,mobile,Pixel 2 Build/OPM1.171019.011,Android 8.1.0,chrome 63.0 for android,,17,13,13,0.07692307692307693
DP-1509ff0d7e732a40,mobile,TA-1027,,chrome 65.0 for android,,1,1,1,1.0
DP-150bc131cfc2c6ae,mobile,LG-K580 Build/MRA58K,,chrome 66.0 for android,,8,5,5,0.2
DP-150fae6a1098dc11,desktop,Windows,Windows 10,firefox 57.0,2160x1440,7,5,5,0.2
DP-1510b781defd54f3,mobile,D5803 Build/23.5.A.1.291,,chrome 62.0 for android,,1,1,1,1.0
DP-1513067c71d3a54d,desktop,Windows,Windows 7,firefox 58.0,1920x1080,34,27,27,0.037037037037037035
DP-15164cf958fe17de,mobile,ZA409,,android browser 4.0,,1,1,1,1.0
DP-1530606a5e86f05e,mobile,,Android,samsung browser 6.2,1920x1080,7,1,1,1.0
DP-1531396e5f476f36,desktop,rv:54.0,Mac OS X 10.11,firefox,2560x1440,1,1,1,1.0
DP-15388b16a6e5b123,mobile,VTR-L09 Build/HUAWEIVTR-L09,,chrome 66.0 for android,,3,2,2,0.5
DP-1540ff3805e4a634,desktop,Windows,Windows 7,chrome 62.0,2400x1350,1,1,1,1.0
DP-154575f4af1e3212,mobile,HTC6500LVW,Android 5.0.2,chrome generic,1920x1080,1,1,1,1.0
DP-155258c890df0d1d,mobile,LG-H872 Build/NRD90U,Android 7.0,chrome 64.0 for android,2672x1440,1,1,1,1.0
DP-1559ffe61f8d7d2a,mobile,HUAWEI VNS-L21 Build/HUAWEIVNS-L21,,chrome 62.0 for android,,2,2,2,0.5
DP-1563095928e354aa,desktop,MacOS,Mac OS X 10_9_5,safari generic,1920x1200,2,2,2,0.5
DP-15637b0e7a07b1af,mobile,M4 SS4451 Build/LMY47D,,chrome 61.0 for android,,3,2,2,0.5
DP-15693571aea49889,desktop,rv:43.0,Windows 10,firefox,1920x1080,2,1,1,1.0
DP-156b937ba6b18722,mobile,SM-N920G Build/NRD90M,,chrome generic for android,,3,1,1,1.0
DP-15725bf9e3940260,desktop,Windows,Windows 10,chrome,,1,1,1,1.0
DP-157522d3555193ac,mobile,SM-G920F Build/MMB29K,,chrome 64.0 for android,,3,2,2,0.5
DP-157ae3c8e0254607,mobile,Y635-L03 Build/HuaweiY635-L03,,chrome 61.0 for android,,2,2,2,0.5
DP-15814a38d5752a9f,mobile,LG-H542 Build/LRX22G,,chrome 61.0 for android,,1,1,1,1.0
DP-15861cbfbaf559b0,desktop,Windows,Windows 7,ie 11.0 for desktop,1680x1050,11,11,11,0.09090909090909091
DP-159521f08fdd0d50,mobile,BAC-L03 Build/HUAWEIBAC-L03,,chrome 66.0 for android,,3,2,2,0.5
DP-159c5828f7438eb8,desktop,MacOS,Mac OS X 10_13_1,chrome generic,2880x1800,1,1,1,1.0
DP-159fb8e14132be3f,desktop,Windows,Windows 10,chrome 64.0,1366x768,192,126,126,0.007936507936507936
DP-15a4fc3d6e87dc15,mobile,M4 SS4450 Build/MRA58K,,chrome 52.0 for android,,3,1,1,1.0
DP-15ab47b56e9da80f,desktop,rv:59.0,Mac OS X 10.13,firefox 59.0,1600x900,1,1,1,1.0
DP-15ab68185fb4929c,mobile,iOS Device,iOS 11.1.1,mobile safari 9.0,1334x750,1,1,1,1.0
DP-15bb66738ec09f91,mobile,Ilium L1120 Build/NRD90M,,chrome 66.0 for android,,1,1,1,1.0
DP-15bfc054773ef56c,mobile,SM-J120H Build/LMY47V,,chrome generic,,3,2,2,0.5
DP-15c698f700067d03,desktop,Windows,Windows 8.1,chrome 64.0,2304x1296,1,1,1,1.0
DP-15d1fa9dbfc9c64c,desktop,Windows,Windows Vista,chrome 49.0,,2,2,2,0.5
DP-15f838a00d5720ac,desktop,,Linux,chrome 62.0,2160x1215,2,1,1,1.0
DP-15f93f971d4b6407,mobile,2PS64 Build/NRD90M,Android 7.0,chrome 63.0 for android,,1,1,1,1.0
DP-15fa3068fbe59598,mobile,iOS Device,iOS 11.2.6,mobile safari 11.0,1334x750,45,36,36,0.027777777777777776
DP-1611c6ff9a502edc,desktop,MacOS,Mac OS X 10_11_3,safari generic,1680x1050,1,1,1,1.0
DP-1616cf14ef3a45ca,desktop,MacOS,Mac,chrome 62.0,1280x720,1,1,1,1.0
DP-1620238f3086bd57,mobile,Pixel,Android 7.1.2,chrome 63.0 for android,,4,3,3,0.3333333333333333
DP-16253970d751b237,desktop,Windows,Windows 10,chrome 64.0,,40,23,23,0.043478260869565216
DP-162cc27040726d13,mobile,moto x4 Build/NPW26.83-42,,chrome 65.0 for android,,1,1,1,1.0
DP-1634b8b6c4b275fd,desktop,Windows,Windows 8.1,firefox 52.0,1920x1080,1,1,1,1.0
DP-16352013ad6e54bd,desktop,MacOS,Mac OS X 10_9_5,safari generic,2880x1800,15,12,12,0.08333333333333333
DP-163813717df3c29c,mobile,SM-G955U Build/NRD90M,Android 7.0,chrome 62.0 for android,,41,30,30,0.03333333333333333
DP-1638ec2b5fac7184,desktop,MacOS,Mac OS X 10_11_6,chrome 63.0,1024x640,1,1,1,1.0
DP-163ae2f8e316afd9,mobile,5010G Build/MRA58K,,chrome 66.0 for android,,7,5,5,0.2
DP-16400024085a9082,mobile,LG-V410,Android 5.0.2,chrome,,1,1,1,1.0
DP-164438d0bc9d6ac1,mobile,Lenovo K33b36 Build/MMB29M,,android webview 4.0,,1,1,1,1.0
DP-1647ecec439fd0e5,mobile,Hisense F20 Build/MMB29M,,chrome 46.0 for android,,1,1,1,1.0
DP-164c1fe054fe296e,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1599x899,1,1,1,1.0
DP-164dc1dacf585536,desktop,Windows,Windows 10,edge 17.0,2735x1823,1,1,1,1.0
DP-16514eadd9083f44,mobile,iOS Device,iOS 10.1.1,mobile safari generic,1334x750,8,8,8,0.125
DP-165e1a0861b2a2ac,mobile,SM-G355M Build/KOT49H,,chrome 65.0 for android,,4,4,4,0.25
DP-166a12635a6be02e,mobile,LG-D680 Build/KOT49I,,chrome 55.0 for android,,2,1,1,1.0
DP-166cdc751fa34a10,mobile,iOS Device,iOS 10.1.1,mobile safari 10.0,2048x1536,22,18,18,0.05555555555555555
DP-1671247aa9539964,mobile,Z9 PLUS Build/NRD90M,,chrome 66.0 for android,,1,1,1,1.0
DP-168261c9bc957458,mobile,0PJA2,Android 7.0,chrome 61.0 for android,1920x1080,1,1,1,1.0
DP-1688b6eab3d952e2,mobile,Hisense L675 PRO Build/NRD90M,,chrome 66.0 for android,,1,1,1,1.0
DP-168e0c51482c5067,desktop,MacOS,Mac OS X 10_13_4,safari generic,1280x800,10,9,9,0.1111111111111111
DP-16944f776b68805a,mobile,LG-H520,,chrome 64.0 for android,,1,1,1,1.0
DP-16b6cdeeaefaf92f,mobile,iOS Device,iOS 11.3.1,google search application 48.0,1334x750,8,7,7,0.14285714285714285
DP-16c031ca2c034647,mobile,Moto E (4) Build/NMA26.42-19,,android webview 4.0,,3,2,2,0.5
DP-16c48bce786ac382,mobile,iOS Device,iOS 11.2.6,google search application 48.0,2048x1536,1,1,1,1.0
