card_id,card1_num,customer_id
C03125-K2,15906,C03125
C03126-K1,16603,C03126
C03127-K1,13492,C03127
C03128-K1,21731,C03128
C03129-K1,17182,C03129
C03130-K1,14616,C03130
C03131-K1,22838,C03131
C03132-K1,18744,C03132
C03133-K1,13921,C03133
C03134-K1,16902,C03134
C03135-K1,18214,C03135
C03136-K1,16891,C03136
C03137-K1,11836,C03137
C03138-K1,10805,C03138
C03139-K1,17476,C03139
C03140-K1,17619,C03140
C03141-K1,11529,C03141
C03142-K1,17427,C03142
C03143-K1,19565,C03143
C03144-K1,11472,C03144
C03145-K1,22477,C03145
C03146-K1,23075,C03146
C03147-K1,23048,C03147
C03148-K1,17334,C03148
C03149-K1,14997,C03149
C03150-K1,15186,C03150
C03151-K2,13109,C03151
C03152-K1,20830,C03152
C03153-K1,13692,C03153
C03154-K1,18372,C03154
C03155-K1,20859,C03155
C03156-K1,21728,C03156
C03157-K1,13292,C03157
C03158-K1,14408,C03158
C03159-K1,16540,C03159
C03160-K1,14183,C03160
C03161-K1,12144,C03161
C03162-K1,21561,C03162
C03163-K1,21956,C03163
C03164-K1,10077,C03164
C03165-K1,21879,C03165
C03166-K1,12325,C03166
C03167-K1,22586,C03167
C03168-K1,19673,C03168
C03169-K1,13761,C03169
C03170-K1,16934,C03170
C03171-K1,18472,C03171
C03172-K1,11431,C03172
C03173-K1,10438,C03173
C03174-K1,22437,C03174
C03175-K1,16501,C03175
C03176-K1,20866,C03176
C03177-K1,23506,C03177
C03178-K1,19475,C03178
C03179-K1,15278,C03179
C03180-K1,10706,C03180
C03181-K1,10147,C03181
C03182-K1,18932,C03182
C03183-K1,12414,C03183
C03184-K1,13252,C03184
C03185-K1,22455,C03185
C03186-K1,15082,C03186
C03187-K1,19878,C03187
C03188-K1,11940,C03188
C03189-K1,22736,C03189
C03190-K1,14188,C03190
C03191-K1,10151,C03191
C03192-K1,11884,C03192
C03193-K1,16684,C03193
C03194-K1,21944,C03194
C03195-K1,14965,C03195
C03196-K1,17556,C03196
C03197-K1,12104,C03197
C03198-K1,17327,C03198
C03199-K1,17412,C03199
C03200-K1,20323,C03200
C03201-K1,14675,C03201
C03202-K1,16326,C03202
C03203-K1,16054,C03203
C03204-K1,20860,C03204
C03205-K1,21691,C03205
C03206-K1,10393,C03206
C03207-K1,13040,C03207
C03208-K1,17348,C03208
C03209-K1,18467,C03209
C03210-K1,22501,C03210
C03211-K1,10820,C03211
C03212-K1,18660,C03212
C03213-K1,10060,C03213
C03214-K1,20227,C03214
C03215-K1,19334,C03215
C03216-K1,19767,C03216
C03217-K1,18865,C03217
C03218-K2,16435,C03218
C03219-K1,18362,C03219
C03220-K1,22639,C03220
C03221-K1,18735,C03221
C03222-K1,22211,C03222
C03223-K1,10683,C03223
C03224-K1,11087,C03224
C03225-K1,15202,C03225
C03226-K1,18681,C03226
C03227-K1,11181,C03227
C03228-K1,18304,C03228
C03229-K1,21061,C03229
C03230-K1,19707,C03230
C03231-K2,10860,C03231
C03232-K1,14884,C03232
C03233-K1,19709,C03233
C03234-K1,10644,C03234
C03235-K1,17296,C03235
C03236-K1,12509,C03236
C03237-K1,10944,C03237
C03238-K1,20312,C03238
C03239-K1,10807,C03239
C03240-K1,19217,C03240
C03241-K1,17152,C03241
C03242-K1,16798,C03242
C03243-K1,19458,C03243
C03244-K1,23515,C03244
C03245-K1,22292,C03245
C03246-K1,14633,C03246
C03247-K1,13982,C03247
C03248-K1,12367,C03248
C03249-K1,11852,C03249
C03250-K1,21505,C03250
C03251-K1,21073,C03251
C03252-K1,19902,C03252
C03253-K1,12735,C03253
C03254-K1,21983,C03254
C03255-K1,11749,C03255
C03256-K1,10798,C03256
C03257-K1,20115,C03257
C03258-K1,11870,C03258
C03259-K1,14180,C03259
C03260-K1,17841,C03260
C03261-K1,21515,C03261
C03262-K1,22043,C03262
C03263-K1,12461,C03263
C03264-K1,14495,C03264
C03265-K1,21880,C03265
C03266-K1,22697,C03266
C03267-K1,22453,C03267
C03268-K1,22254,C03268
C03269-K1,23425,C03269
C03270-K1,13364,C03270
C03271-K1,21113,C03271
C03272-K1,16773,C03272
C03273-K1,12943,C03273
C03274-K1,22383,C03274
C03275-K1,14820,C03275
C03276-K1,18257,C03276
C03277-K1,16376,C03277
C03278-K2,18442,C03278
C03279-K1,23068,C03279
C03280-K1,23430,C03280
C03281-K1,18212,C03281
C03282-K1,23445,C03282
C03283-K1,19583,C03283
C03284-K1,16929,C03284
C03285-K2,15118,C03285
C03286-K1,15346,C03286
C03287-K1,21900,C03287
C03288-K1,12895,C03288
C03289-K1,17176,C03289
C03290-K1,20993,C03290
C03291-K1,20318,C03291
C03292-K1,17237,C03292
C03293-K1,19677,C03293
C03294-K1,18418,C03294
C03295-K2,15955,C03295
C03296-K1,15324,C03296
C03297-K1,23026,C03297
C03298-K1,22705,C03298
C03299-K2,12793,C03299
C03300-K1,11003,C03300
C03301-K1,12773,C03301
C03302-K1,19718,C03302
C03303-K1,12029,C03303
C03304-K1,17481,C03304
C03305-K1,20972,C03305
C03306-K1,15373,C03306
C03307-K1,20994,C03307
C03308-K1,22267,C03308
C03309-K1,13381,C03309
C03310-K1,15813,C03310
C03311-K1,19267,C03311
C03312-K1,21984,C03312
C03313-K1,14329,C03313
C03314-K1,20418,C03314
C03315-K1,17782,C03315
C03316-K1,13786,C03316
C03317-K1,20297,C03317
C03318-K1,23491,C03318
C03319-K1,10712,C03319
C03320-K1,11304,C03320
C03321-K1,10799,C03321
C03322-K1,10984,C03322
C03323-K1,15262,C03323
C03324-K1,13220,C03324
C03325-K1,10005,C03325
C03326-K1,20626,C03326
C03327-K1,21861,C03327
C03328-K1,18539,C03328
C03329-K1,12177,C03329
C03330-K1,12096,C03330
C03331-K1,15971,C03331
C03332-K1,14249,C03332
C03333-K1,13477,C03333
C03334-K1,19252,C03334
C03335-K1,13936,C03335
C03336-K1,14998,C03336
C03337-K1,11488,C03337
C03338-K1,19026,C03338
C03339-K1,21626,C03339
C03340-K1,10796,C03340
C03341-K2,12450,C03341
C03342-K1,19056,C03342
C03343-K1,19068,C03343
C03344-K1,21721,C03344
C03345-K2,23362,C03345
C03346-K1,12250,C03346
C03347-K1,10913,C03347
C03348-K1,10864,C03348
C03349-K1,13117,C03349
C03350-K1,11705,C03350
C03351-K2,12971,C03351
C03352-K1,11359,C03352
C03353-K1,19897,C03353
C03354-K1,19904,C03354
C03355-K1,22854,C03355
C03356-K1,17576,C03356
C03357-K1,11278,C03357
C03358-K1,19717,C03358
C03359-K1,20462,C03359
C03360-K1,19130,C03360
C03361-K1,15831,C03361
C03362-K1,16599,C03362
C03363-K2,15663,C03363
C03364-K1,18858,C03364
C03365-K1,16284,C03365
C03366-K1,20457,C03366
C03367-K1,13116,C03367
C03368-K1,14937,C03368
C03369-K1,20055,C03369
C03370-K1,10504,C03370
C03371-K1,20833,C03371
C03372-K1,11411,C03372
C03373-K1,16633,C03373
C03374-K1,15166,C03374
C03375-K1,13494,C03375
C03376-K1,21007,C03376
C03377-K1,17079,C03377
C03378-K1,11685,C03378
C03379-K1,14325,C03379
C03380-K1,17395,C03380
C03381-K1,16069,C03381
C03382-K1,12381,C03382
C03383-K1,20226,C03383
C03384-K1,22868,C03384
C03385-K1,21053,C03385
C03386-K1,18805,C03386
C03387-K1,11346,C03387
C03388-K1,17957,C03388
C03389-K1,17953,C03389
C03390-K1,12529,C03390
C03391-K1,13567,C03391
C03392-K1,12885,C03392
C03393-K1,12247,C03393
C03394-K2,11049,C03394
C03395-K1,10275,C03395
C03396-K1,19626,C03396
C03397-K1,10695,C03397
C03398-K1,14040,C03398
C03399-K1,17788,C03399
C03400-K1,12708,C03400
C03401-K1,18822,C03401
C03402-K1,14583,C03402
C03403-K1,16423,C03403
C03404-K1,17328,C03404
C03405-K2,20951,C03405
C03406-K1,19357,C03406
C03407-K1,17692,C03407
C03408-K1,18931,C03408
C03409-K1,11307,C03409
C03410-K1,15503,C03410
C03411-K2,19473,C03411
C03412-K1,20714,C03412
C03413-K1,21489,C03413
C03414-K1,10066,C03414
C03415-K1,20556,C03415
C03416-K1,21312,C03416
C03417-K1,17635,C03417
C03418-K1,15199,C03418
C03419-K1,21839,C03419
C03420-K1,17468,C03420
C03421-K1,10267,C03421
C03422-K1,22836,C03422
C03423-K1,13708,C03423
C03424-K1,14901,C03424
C03425-K1,22561,C03425
C03426-K1,21311,C03426
C03427-K2,14649,C03427
C03428-K1,23204,C03428
C03429-K1,14768,C03429
C03430-K1,17611,C03430
C03431-K1,23410,C03431
C03432-K1,15073,C03432
C03433-K1,17024,C03433
C03434-K1,16796,C03434
C03435-K1,19259,C03435
C03436-K1,12775,C03436
C03437-K1,12898,C03437
C03438-K1,17778,C03438
C03439-K1,14253,C03439
C03440-K1,13845,C03440
C03441-K1,15852,C03441
C03442-K1,13783,C03442
C03443-K1,10701,C03443
C03444-K1,20497,C03444
C03445-K1,12950,C03445
C03446-K1,16986,C03446
C03447-K1,18731,C03447
C03448-K1,19760,C03448
C03449-K1,23035,C03449
C03450-K1,10316,C03450
C03451-K1,14294,C03451
C03452-K1,19746,C03452
C03453-K1,18804,C03453
C03454-K1,12482,C03454
C03455-K1,22578,C03455
C03456-K1,22303,C03456
C03457-K1,10585,C03457
C03458-K1,19237,C03458
C03459-K1,15781,C03459
C03460-K1,18236,C03460
C03461-K1,15015,C03461
C03462-K1,10655,C03462
C03463-K1,22047,C03463
C03464-K1,22713,C03464
C03465-K1,15266,C03465
C03466-K1,21475,C03466
C03467-K1,16092,C03467
C03468-K1,13666,C03468
C03469-K1,22324,C03469
C03470-K1,13903,C03470
C03471-K1,21663,C03471
C03472-K1,18331,C03472
C03473-K1,21612,C03473
C03474-K1,16511,C03474
C03475-K1,20583,C03475
C03476-K1,15870,C03476
C03477-K1,12410,C03477
C03478-K1,17259,C03478
C03479-K1,14297,C03479
C03480-K1,20620,C03480
C03481-K1,12871,C03481
C03482-K1,17705,C03482
C03483-K1,13810,C03483
C03484-K1,16064,C03484
C03485-K1,13401,C03485
C03486-K1,21109,C03486
C03487-K1,11329,C03487
C03488-K2,11653,C03488
C03489-K1,13753,C03489
C03490-K1,12492,C03490
C03491-K1,20760,C03491
C03492-K1,23482,C03492
C03493-K1,22012,C03493
C03494-K1,11911,C03494
C03495-K1,19047,C03495
C03496-K1,22569,C03496
C03497-K1,22134,C03497
C03498-K1,14550,C03498
C03499-K1,13687,C03499
C03500-K1,12750,C03500
C03501-K1,14150,C03501
C03502-K1,16751,C03502
C03503-K1,21360,C03503
C03504-K1,22619,C03504
C03505-K1,12300,C03505
C03506-K1,10209,C03506
C03507-K1,23549,C03507
C03508-K1,15891,C03508
C03509-K1,14266,C03509
C03510-K1,16759,C03510
C03511-K1,21184,C03511
C03512-K1,22218,C03512
C03513-K1,17138,C03513
C03514-K1,23137,C03514
C03515-K1,18920,C03515
C03516-K1,15426,C03516
C03517-K1,20378,C03517
C03518-K1,16701,C03518
C03519-K1,10649,C03519
C03520-K1,19949,C03520
C03521-K1,15133,C03521
C03522-K1,14907,C03522
C03523-K1,17112,C03523
C03524-K1,20177,C03524
C03525-K1,15599,C03525
C03526-K1,19726,C03526
C03527-K1,12693,C03527
C03528-K1,14407,C03528
C03529-K1,11143,C03529
C03530-K1,23214,C03530
C03531-K1,19644,C03531
C03532-K1,13422,C03532
C03533-K1,14790,C03533
C03534-K1,20442,C03534
C03535-K1,18900,C03535
C03536-K1,22580,C03536
C03537-K1,10838,C03537
C03538-K1,23149,C03538
C03539-K1,11622,C03539
C03540-K1,15767,C03540
C03541-K1,11785,C03541
C03542-K1,15640,C03542
C03543-K1,22368,C03543
C03544-K1,15606,C03544
C03545-K1,18061,C03545
C03546-K1,11776,C03546
C03547-K1,22758,C03547
C03548-K1,17428,C03548
C03549-K1,18377,C03549
C03550-K1,12138,C03550
C03551-K2,10286,C03551
C03552-K1,13932,C03552
C03553-K1,21021,C03553
C03554-K1,15157,C03554
C03555-K1,17027,C03555
C03556-K1,22121,C03556
C03557-K1,22325,C03557
C03558-K1,15651,C03558
C03559-K1,12890,C03559
C03560-K1,16822,C03560
C03561-K1,20637,C03561
C03562-K1,17770,C03562
C03563-K1,18208,C03563
C03564-K1,21571,C03564
C03565-K1,12018,C03565
C03566-K1,20486,C03566
C03567-K1,13908,C03567
C03568-K1,19861,C03568
C03569-K1,12009,C03569
C03570-K1,17825,C03570
C03571-K1,15580,C03571
C03572-K1,22495,C03572
C03573-K1,17840,C03573
C03574-K1,11825,C03574
C03575-K2,15916,C03575
C03576-K1,10282,C03576
C03577-K1,18608,C03577
C03578-K1,18316,C03578
C03579-K1,21549,C03579
C03580-K1,19862,C03580
C03581-K1,19240,C03581
C03582-K1,13263,C03582
C03583-K1,23207,C03583
C03584-K1,15506,C03584
C03585-K1,18969,C03585
C03586-K1,18544,C03586
C03587-K1,22698,C03587
C03588-K1,15797,C03588
C03589-K1,15068,C03589
C03590-K1,23431,C03590
C03591-K1,11119,C03591
C03592-K1,10775,C03592
C03593-K1,14509,C03593
C03594-K1,12133,C03594
C03595-K1,17323,C03595
C03596-K1,21196,C03596
C03597-K1,12470,C03597
C03598-K2,12097,C03598
C03599-K1,15491,C03599
C03600-K1,22255,C03600
C03601-K1,16286,C03601
C03602-K1,21906,C03602
C03603-K1,21860,C03603
C03604-K1,20809,C03604
C03605-K1,22597,C03605
C03606-K1,12128,C03606
C03607-K1,16704,C03607
C03608-K1,22076,C03608
C03609-K1,14205,C03609
C03610-K1,12196,C03610
C03611-K1,15191,C03611
C03612-K1,11009,C03612
C03613-K1,14914,C03613
C03614-K1,21255,C03614
C03615-K1,17939,C03615
C03616-K1,16572,C03616
C03617-K1,23158,C03617
C03618-K1,13256,C03618
C03619-K1,22970,C03619
C03620-K1,20239,C03620
C03621-K1,10455,C03621
C03622-K1,14796,C03622
C03623-K1,15500,C03623
C03624-K1,17991,C03624
C03625-K1,11216,C03625
C03626-K1,22531,C03626
C03627-K1,13961,C03627
C03628-K1,15696,C03628
C03629-K1,16310,C03629
C03630-K1,18921,C03630
C03631-K1,20514,C03631
C03632-K1,12925,C03632
C03633-K1,10938,C03633
C03634-K1,23305,C03634
C03635-K1,21094,C03635
C03636-K1,15554,C03636
C03637-K1,14359,C03637
C03638-K1,22687,C03638
C03639-K1,18203,C03639
C03640-K1,15264,C03640
C03641-K1,11514,C03641
C03642-K1,14287,C03642
C03643-K1,14473,C03643
C03644-K1,12109,C03644
C03645-K1,22879,C03645
C03646-K1,13781,C03646
C03647-K1,21284,C03647
C03648-K1,14813,C03648
C03649-K1,16212,C03649
C03650-K1,13267,C03650
C03651-K2,10639,C03651
C03652-K1,17381,C03652
C03653-K1,12463,C03653
C03654-K1,15350,C03654
C03655-K1,19578,C03655
C03656-K2,18355,C03656
C03657-K1,17696,C03657
C03658-K1,21293,C03658
C03659-K1,17606,C03659
C03660-K1,15976,C03660
C03661-K1,19956,C03661
C03662-K1,16620,C03662
C03663-K1,18691,C03663
C03664-K1,15227,C03664
C03665-K1,12142,C03665
C03666-K1,18756,C03666
C03667-K1,18118,C03667
C03668-K1,18283,C03668
C03669-K1,23310,C03669
C03670-K1,10242,C03670
C03671-K1,15883,C03671
C03672-K1,10038,C03672
C03673-K1,17884,C03673
C03674-K1,23088,C03674
C03675-K1,22753,C03675
C03676-K2,22791,C03676
C03677-K1,11901,C03677
C03678-K1,19323,C03678
C03679-K1,13011,C03679
C03680-K1,15407,C03680
C03681-K1,17405,C03681
C03682-K1,12880,C03682
C03683-K1,18902,C03683
C03684-K1,22903,C03684
C03685-K2,15394,C03685
C03686-K1,10698,C03686
C03687-K1,12468,C03687
C03688-K1,23097,C03688
C03689-K1,19117,C03689
C03690-K1,12103,C03690
C03691-K1,13015,C03691
C03692-K1,22913,C03692
C03693-K1,11103,C03693
C03694-K1,23197,C03694
C03695-K1,12562,C03695
C03696-K1,14661,C03696
C03697-K1,12459,C03697
C03698-K1,19643,C03698
C03699-K1,14622,C03699
C03700-K1,18354,C03700
C03701-K1,14639,C03701
C03702-K1,21134,C03702
C03703-K1,21167,C03703
C03704-K1,12576,C03704
C03705-K1,10528,C03705
C03706-K1,10269,C03706
C03707-K1,11323,C03707
C03708-K2,17537,C03708
C03709-K1,12985,C03709
C03710-K1,16045,C03710
C03711-K1,15040,C03711
C03712-K1,14986,C03712
C03713-K1,20127,C03713
C03714-K1,17708,C03714
C03715-K1,12359,C03715
C03716-K1,19384,C03716
C03717-K1,11503,C03717
C03718-K1,16007,C03718
C03719-K1,18172,C03719
C03720-K1,22775,C03720
C03721-K1,10619,C03721
C03722-K1,17006,C03722
C03723-K1,22332,C03723
C03724-K1,23078,C03724
C03725-K1,13282,C03725
C03726-K1,14399,C03726
C03727-K1,13440,C03727
C03728-K1,22601,C03728
C03729-K1,11282,C03729
C03730-K1,10596,C03730
C03731-K1,19522,C03731
C03732-K1,18213,C03732
C03733-K1,19360,C03733
C03734-K1,11943,C03734
C03735-K1,16851,C03735
C03736-K1,17054,C03736
C03737-K1,10908,C03737
C03738-K2,23070,C03738
C03739-K1,15874,C03739
C03740-K1,10634,C03740
C03741-K1,10750,C03741
C03742-K1,18130,C03742
C03743-K1,12199,C03743
C03744-K1,14810,C03744
C03745-K1,13019,C03745
C03746-K1,19186,C03746
C03747-K1,12609,C03747
C03748-K1,21883,C03748
C03749-K1,21025,C03749
C03750-K1,18767,C03750
C03751-K1,16060,C03751
C03752-K1,16367,C03752
C03753-K1,17430,C03753
C03754-K1,12834,C03754
C03755-K1,15658,C03755
C03756-K1,10231,C03756
C03757-K1,22171,C03757
C03758-K1,12022,C03758
C03759-K1,11761,C03759
C03760-K1,19635,C03760
C03761-K1,20415,C03761
C03762-K1,21210,C03762
C03763-K1,16504,C03763
C03764-K1,21045,C03764
C03765-K1,19775,C03765
C03766-K1,19899,C03766
C03767-K1,21146,C03767
C03768-K1,12530,C03768
C03769-K1,22075,C03769
C03770-K1,17712,C03770
C03771-K1,16862,C03771
C03772-K1,12341,C03772
C03773-K2,19813,C03773
C03774-K1,13293,C03774
C03775-K1,21821,C03775
C03776-K1,23368,C03776
C03777-K1,18896,C03777
C03778-K1,15924,C03778
C03779-K1,15143,C03779
C03780-K1,15059,C03780
C03781-K1,14836,C03781
C03782-K1,17220,C03782
C03783-K1,17355,C03783
C03784-K1,11689,C03784
C03785-K1,18345,C03785
C03786-K1,23124,C03786
C03787-K1,10104,C03787
C03788-K1,10734,C03788
C03789-K1,13813,C03789
C03790-K1,10956,C03790
C03791-K1,12251,C03791
C03792-K1,15589,C03792
C03793-K1,15412,C03793
C03794-K1,11374,C03794
C03795-K1,14082,C03795
C03796-K1,15291,C03796
C03797-K1,23020,C03797
C03798-K1,16531,C03798
C03799-K1,18763,C03799
C03800-K1,21430,C03800
C03801-K1,16553,C03801
C03802-K1,15272,C03802
C03803-K1,11683,C03803
C03804-K1,13958,C03804
C03805-K1,18977,C03805
C03806-K1,20499,C03806
C03807-K1,18334,C03807
C03808-K1,23316,C03808
C03809-K1,19028,C03809
C03810-K1,11858,C03810
C03811-K1,12120,C03811
C03812-K1,22553,C03812
C03813-K1,20188,C03813
C03814-K1,21668,C03814
C03815-K1,19455,C03815
C03816-K1,21694,C03816
C03817-K1,15665,C03817
C03818-K1,14230,C03818
C03819-K1,10214,C03819
C03820-K1,15212,C03820
C03821-K1,22428,C03821
C03822-K1,11818,C03822
C03823-K1,19289,C03823
C03824-K1,19592,C03824
C03825-K1,15289,C03825
C03826-K1,18648,C03826
C03827-K1,13967,C03827
C03828-K1,22402,C03828
C03829-K1,10598,C03829
C03830-K1,12437,C03830
C03831-K1,16708,C03831
C03832-K1,18546,C03832
C03833-K1,13704,C03833
C03834-K1,12873,C03834
C03835-K1,15612,C03835
C03836-K1,20063,C03836
C03837-K1,16975,C03837
C03838-K1,17482,C03838
C03839-K1,17665,C03839
C03840-K1,18579,C03840
C03841-K1,23478,C03841
C03842-K1,17444,C03842
C03843-K1,15918,C03843
C03844-K1,11582,C03844
C03845-K1,18187,C03845
C03846-K1,16737,C03846
C03847-K1,14534,C03847
C03848-K1,21763,C03848
C03849-K1,12215,C03849
C03850-K1,10351,C03850
C03851-K2,15928,C03851
C03852-K1,12580,C03852
C03853-K1,15427,C03853
C03854-K1,18999,C03854
C03855-K1,21819,C03855
C03856-K1,10680,C03856
C03857-K1,16999,C03857
C03858-K1,22451,C03858
C03859-K1,21673,C03859
C03860-K1,17262,C03860
C03861-K1,20613,C03861
C03862-K1,11063,C03862
C03863-K1,10364,C03863
C03864-K1,21588,C03864
C03865-K1,11446,C03865
C03866-K1,11261,C03866
C03867-K1,13388,C03867
C03868-K1,18705,C03868
C03869-K1,23397,C03869
C03870-K1,19002,C03870
C03871-K1,13674,C03871
C03872-K1,17091,C03872
C03873-K1,17601,C03873
C03874-K1,21590,C03874
C03875-K1,10530,C03875
C03876-K1,17891,C03876
C03877-K1,15653,C03877
C03878-K1,12258,C03878
C03879-K1,16863,C03879
C03880-K1,11274,C03880
C03881-K1,16767,C03881
C03882-K1,16516,C03882
C03883-K1,18405,C03883
C03884-K1,19536,C03884
C03885-K1,12733,C03885
C03886-K1,19196,C03886
C03887-K1,12240,C03887
C03888-K1,21170,C03888
C03889-K1,21762,C03889
C03890-K1,17198,C03890
C03891-K1,22348,C03891
C03892-K1,15607,C03892
C03893-K1,10264,C03893
C03894-K1,13702,C03894
C03895-K1,11701,C03895
C03896-K1,22609,C03896
C03897-K1,12771,C03897
C03898-K1,16948,C03898
C03899-K1,21529,C03899
C03900-K1,20518,C03900
C03901-K1,12294,C03901
C03902-K1,12717,C03902
C03903-K1,11402,C03903
C03904-K1,21528,C03904
C03905-K1,11065,C03905
C03906-K1,13141,C03906
C03907-K1,13177,C03907
C03908-K1,11801,C03908
C03909-K1,18277,C03909
C03910-K1,16591,C03910
C03911-K1,22037,C03911
C03912-K1,20536,C03912
C03913-K1,17463,C03913
C03914-K1,13189,C03914
C03915-K1,22704,C03915
C03916-K1,20930,C03916
C03917-K1,20414,C03917
C03918-K1,13266,C03918
C03919-K1,23110,C03919
C03920-K1,22343,C03920
C03921-K1,23189,C03921
C03922-K1,14691,C03922
C03923-K1,19974,C03923
C03924-K1,15654,C03924
C03925-K1,16133,C03925
C03926-K1,23384,C03926
C03927-K1,23009,C03927
C03928-K1,15074,C03928
C03929-K1,22394,C03929
C03930-K1,23498,C03930
C03931-K1,11913,C03931
C03932-K1,23442,C03932
C03933-K1,17904,C03933
C03934-K1,16794,C03934
C03935-K1,20935,C03935
C03936-K1,16208,C03936
C03937-K1,13900,C03937
C03938-K1,19805,C03938
C03939-K1,13485,C03939
C03940-K1,15334,C03940
C03941-K1,10178,C03941
C03942-K1,12719,C03942
C03943-K1,17536,C03943
C03944-K1,12607,C03944
C03945-K1,17055,C03945
C03946-K1,18218,C03946
C03947-K1,17946,C03947
C03948-K1,10647,C03948
C03949-K1,12569,C03949
C03950-K1,15297,C03950
C03951-K1,10283,C03951
C03952-K1,15471,C03952
C03953-K1,20774,C03953
C03954-K1,23526,C03954
C03955-K1,22227,C03955
C03956-K1,17808,C03956
C03957-K1,15820,C03957
C03958-K1,14900,C03958
C03959-K1,23056,C03959
C03960-K1,22386,C03960
C03961-K1,19755,C03961
C03962-K1,22932,C03962
C03963-K1,23209,C03963
C03964-K1,10577,C03964
C03965-K1,21551,C03965
C03966-K1,23217,C03966
C03967-K1,13888,C03967
C03968-K1,14317,C03968
C03969-K1,23356,C03969
C03970-K1,13700,C03970
C03971-K1,16859,C03971
C03972-K1,22405,C03972
C03973-K1,14665,C03973
C03974-K1,11737,C03974
C03975-K1,17369,C03975
C03976-K1,19831,C03976
C03977-K1,14173,C03977
C03978-K1,12360,C03978
C03979-K1,18876,C03979
C03980-K1,20425,C03980
C03981-K1,11726,C03981
C03982-K1,19006,C03982
C03983-K1,14279,C03983
C03984-K1,15713,C03984
C03985-K1,16742,C03985
C03986-K1,10658,C03986
C03987-K1,19731,C03987
C03988-K1,13114,C03988
C03989-K1,13772,C03989
C03990-K1,22159,C03990
C03991-K1,15745,C03991
C03992-K2,18363,C03992
C03993-K1,11714,C03993
C03994-K1,19753,C03994
C03995-K1,15104,C03995
C03996-K1,21005,C03996
C03997-K1,14643,C03997
C03998-K1,21189,C03998
C03999-K1,22813,C03999
C04000-K1,16057,C04000
C04001-K1,10068,C04001
C04002-K1,15150,C04002
C04003-K1,15109,C04003
C04004-K1,11722,C04004
C04005-K1,16473,C04005
C04006-K1,14607,C04006
C04007-K1,21359,C04007
C04008-K1,17856,C04008
C04009-K1,21392,C04009
C04010-K1,19299,C04010
C04011-K1,21539,C04011
C04012-K1,21310,C04012
C04013-K1,11769,C04013
C04014-K1,14977,C04014
C04015-K1,21374,C04015
C04016-K1,20519,C04016
C04017-K1,22621,C04017
C04018-K1,17068,C04018
C04019-K1,21695,C04019
C04020-K1,13223,C04020
C04021-K1,18717,C04021
C04022-K1,19121,C04022
C04023-K1,20606,C04023
C04024-K2,12361,C04024
C04025-K1,19849,C04025
C04026-K1,22949,C04026
C04027-K1,12826,C04027
C04028-K1,19351,C04028
C04029-K1,18839,C04029
C04030-K1,10567,C04030
C04031-K1,13168,C04031
C04032-K1,18929,C04032
C04033-K1,17780,C04033
C04034-K2,20270,C04034
C04035-K1,23108,C04035
C04036-K1,12387,C04036
C04037-K1,15709,C04037
C04038-K1,20163,C04038
C04039-K1,19224,C04039
C04040-K1,22572,C04040
C04041-K1,21858,C04041
C04042-K1,12514,C04042
C04043-K1,13512,C04043
C04044-K1,19230,C04044
C04045-K1,16653,C04045
C04046-K2,20873,C04046
C04047-K1,12417,C04047
C04048-K1,20223,C04048
C04049-K1,20034,C04049
C04050-K1,12161,C04050
C04051-K1,20412,C04051
C04052-K1,20633,C04052
C04053-K1,15840,C04053
C04054-K1,14938,C04054
C04055-K1,16827,C04055
C04056-K1,20963,C04056
C04057-K1,14936,C04057
C04058-K1,15789,C04058
C04059-K1,10422,C04059
C04060-K1,18543,C04060
C04061-K1,12181,C04061
C04062-K1,10076,C04062
C04063-K1,10032,C04063
C04064-K1,13646,C04064
C04065-K1,11532,C04065
C04066-K1,16797,C04066
C04067-K1,14153,C04067
C04068-K1,20894,C04068
C04069-K1,17281,C04069
C04070-K1,15844,C04070
C04071-K1,12907,C04071
C04072-K2,12702,C04072
C04073-K1,13877,C04073
C04074-K1,13602,C04074
C04075-K1,23401,C04075
C04076-K1,22806,C04076
C04077-K1,19926,C04077
C04078-K1,18762,C04078
C04079-K1,15860,C04079
C04080-K1,13417,C04080
C04081-K1,16993,C04081
C04082-K1,22080,C04082
C04083-K1,13902,C04083
C04084-K1,12224,C04084
C04085-K1,22906,C04085
C04086-K1,20293,C04086
C04087-K1,10665,C04087
C04088-K1,16084,C04088
C04089-K1,22326,C04089
C04090-K1,12817,C04090
C04091-K1,22306,C04091
C04092-K1,21925,C04092
C04093-K1,20958,C04093
C04094-K1,19434,C04094
C04095-K1,13648,C04095
C04096-K2,17625,C04096
C04097-K1,10072,C04097
C04098-K1,19957,C04098
C04099-K1,21569,C04099
C04100-K1,10016,C04100
C04101-K1,22387,C04101
C04102-K1,22703,C04102
C04103-K1,10793,C04103
C04104-K1,14537,C04104
C04105-K2,10533,C04105
C04106-K1,15357,C04106
C04107-K1,12320,C04107
C04108-K2,17011,C04108
C04109-K1,12610,C04109
C04110-K1,20896,C04110
C04111-K1,21223,C04111
C04112-K1,10127,C04112
C04113-K1,12629,C04113
C04114-K1,19520,C04114
C04115-K1,19700,C04115
C04116-K1,10894,C04116
C04117-K2,14354,C04117
C04118-K2,19233,C04118
C04119-K1,13066,C04119
C04120-K1,17668,C04120
C04121-K1,14833,C04121
C04122-K1,11287,C04122
C04123-K1,15449,C04123
